Term,PosScore,NegScore,hindi
anxiously,0.0,-0.9,उद्वेग से
wallow,0.0,-0.9,लोट लगाते
matte,0.0,-0.9,मैट
concern,0.0,-0.9,चिंता
blurring,0.0,-0.9,धुंधला
culprit,0.0,-0.9,अपराधी
stupidly,0.0,-0.9,बेवकूफी
contort,0.0,-0.9,बिगड़ना
erroneously,0.0,-0.9,ग़लती से
sloww,0.0,-0.9,sloww
pitiable,0.0,-0.9,मासूम
inimically,0.0,-0.9,inimically
lonesome,0.0,-0.9,एकाकी
gutter,0.0,-0.9,लड़के
recession,0.0,-0.9,मंदी
unfairly,0.0,-0.9,गलत तरीके से
indiscriminate,0.0,-0.9,अविवेकी
acrimoniously,0.0,-0.9,कटुतापूर्वक
inflammatory,0.0,-0.9,भड़काऊ
undermining,0.0,-0.9,अनदेखी
disturbing,0.0,-0.9,परेशान
pitifully,0.0,-0.9,घृणित रूप से
faults,0.0,-0.9,दोष
neurotic,0.0,-0.9,न्युरोटिक
shortcoming,0.0,-0.9,कमी
protested,0.0,-0.9,विरोध किया
burned,0.0,-0.9,जला दिया
sack,0.0,-0.9,थैला
unlucky,0.0,-0.9,बदकिस्मत
yawn,0.0,-0.9,जंभाई
assassinate,0.0,-0.9,हत्या
marginally,0.0,-0.9,मामूली
clash,0.0,-0.9,संघर्ष
chaff,0.0,-0.9,भूसा
scars,0.0,-0.9,निशान
whimper,0.0,-0.9,रिरियाना
pleas,0.0,-0.9,दलीलों
loud,0.0,-0.9,जोर
freaking,0.0,-0.9,गुस्सा
fibber,0.0,-0.9,झूठ करनेवाला
downfall,0.0,-0.9,पतन
castigate,0.0,-0.9,जीत लिया
hypocrisy,0.0,-0.9,पाखंड
dehumanization,0.0,-0.9,अमानवीकरण
protracted,0.0,-0.9,लंबा
seriousness,0.0,-0.9,गंभीरता
gross,0.0,-0.9,कुल
coldly,0.0,-0.9,स्र्काई से
dumped,0.0,-0.9,फेंक दिया
smoldering,0.0,-0.9,सुलगनेवाला
villains,0.0,-0.9,खलनायक
blur,0.0,-0.9,कलंक
deploring,0.0,-0.9,deploring
unwisely,0.0,-0.9,मूर्खतापूर्ण
disagreeable,0.0,-0.9,अप्रिय
dishonesty,0.0,-0.9,बेईमानी
distract,0.0,-0.9,विचलित
foreboding,0.0,-0.9,भविष्य-ज्ञान
genocide,0.0,-0.9,नरसंहार
wild,0.0,-0.9,जंगली
condescending,0.0,-0.9,कृपालु
d*mn,0.0,-0.9,d * mn
hating,0.0,-0.9,नफरत
disconsolation,0.0,-0.9,disconsolation
unusual,0.0,-0.9,असामान्य
whips,0.0,-0.9,चाबुक
stall,0.0,-0.9,दुकान
unforgiving,0.0,-0.9,माफ
unscrupulous,0.0,-0.9,बेशरम
deformed,0.0,-0.9,विकृत
indignantly,0.0,-0.9,क्रोध से
belittle,0.0,-0.9,कम हो जाना
untested,0.0,-0.9,अपरीक्षित
unimaginable,0.0,-0.9,अकल्पनीय
stiff,0.0,-0.9,कठोर
zap,0.0,-0.9,गाली मार देना
laggy,0.0,-0.9,laggy
lapsed,0.0,-0.9,बच्चे
subtract,0.0,-0.9,घटाना
vice,0.0,-0.9,उपाध्यक्ष
extinguish,0.0,-0.9,बुझाने
unhappily,0.0,-0.9,दुख
anarchistic,0.0,-0.9,अराजकतावादी
bruising,0.0,-0.9,चोट
ironies,0.0,-0.9,विडंबनाओं
exile,0.0,-0.9,निर्वासन
fat,0.0,-0.9,मोटी
stagnant,0.0,-0.9,ठहरा हुआ
thoughtlessness,0.0,-0.9,अल्हड़ी
dissuade,0.0,-0.9,विरत करना
senselessly,0.0,-0.9,निर्विकार
obstinate,0.0,-0.9,जिद्दी
inaccurate,0.0,-0.9,ग़लत
poorly,0.0,-0.9,बीमार
execrate,0.0,-0.9,नफ़रत करना
confined,0.0,-0.9,सिमित
over-awe,0.0,-0.9,ओवर-खौफ
lacked,0.0,-0.9,कमी रह गई थी
stridently,0.0,-0.9,कर्कश ध्वनी
unnoticed,0.0,-0.9,किसी का ध्यान नहीं
dissension,0.0,-0.9,कलह
ghosting,0.0,-0.9,ghosting
freakish,0.0,-0.9,झक्की
insinuate,0.0,-0.9,इशारा करना
irritated,0.0,-0.9,खीजा हुआ
uneventful,0.0,-0.9,ऊंचा नीचा
insinuation,0.0,-0.9,आक्षेप
grouch,0.0,-0.9,बड़बड़ाना
parasite,0.0,-0.9,परजीवी
imprecise,0.0,-0.9,अनिश्चित
nonexistent,0.0,-0.9,अस्तित्वहीन
overweight,0.0,-0.9,अधिक वजन
spank,0.0,-0.9,झापड़
mudslinging,0.0,-0.9,बदनामी
avarice,0.0,-0.9,लोभ
disagreed,0.0,-0.9,असहमत
garbage,0.0,-0.9,कूड़ा
fallen,0.0,-0.9,गिरा हुआ
fatal,0.0,-0.9,घातक
isolate,0.0,-0.9,अलग
overbalanced,0.0,-0.9,overbalanced
inadverently,0.0,-0.9,inadverently
irrationality,0.0,-0.9,तर्कहीनता
backwoods,0.0,-0.9,सुनसार जंगल
implausibly,0.0,-0.9,संदिग्ध रूप से
unobserved,0.0,-0.9,अप्रत्यक्ष
petty,0.0,-0.9,क्षुद्र
obscurity,0.0,-0.9,अंधकार
slack,0.0,-0.9,निर्बल
decry,0.0,-0.9,दोष देना
loathsome,0.0,-0.9,वीभत्स
overlook,0.0,-0.9,ओवरलुक
whining,0.0,-0.9,शिकायत
qualm,0.0,-0.9,धुआं
desultory,0.0,-0.9,असंबद्ध
froze,0.0,-0.9,सील कर दी
bug,0.0,-0.9,बग
dishearteningly,0.0,-0.9,dishearteningly
inaptitude,0.0,-0.9,अक्षमता
insular,0.0,-0.9,द्वीपीय
leer,0.0,-0.9,पढ़ना
discrimination,0.0,-0.9,भेदभाव
objections,0.0,-0.9,आपत्तियों
exasperation,0.0,-0.9,खीज
sorrowfully,0.0,-0.9,sorrowfully
unsustainable,0.0,-0.9,अरक्षणीय
incautious,0.0,-0.9,असावधान
judder,0.0,-0.9,judder
divisiveness,0.0,-0.9,विभाजन
subjection,0.0,-0.9,अधीनता
bizarre,0.0,-0.9,विचित्र
scariest,0.0,-0.9,सबसे डरावने
uncontrolled,0.0,-0.9,अनियंत्रित
virulence,0.0,-0.9,डाह
fictional,0.0,-0.9,कल्पित
detracted,0.0,-0.9,detracted
watered-down,0.0,-0.9,नीचे पानी
betraying,0.0,-0.9,धोखा
embarrass,0.0,-0.9,शर्मिंदा करना
grisly,0.0,-0.9,भयानक
hissed,0.0,-0.9,hissed
invalidity,0.0,-0.9,अपाहिज होना
paranoid,0.0,-0.9,पागल
fierce,0.0,-0.9,भयंकर
discourteously,0.0,-0.9,उसे असभ्यता
dismayed,0.0,-0.9,निराश
disappoints,0.0,-0.9,निराश
dumps,0.0,-0.9,उदासीनता
coercion,0.0,-0.9,बलात्कार
fist,0.0,-0.9,मुट्ठी
inconsequentially,0.0,-0.9,inconsequentially
indiscreetly,0.0,-0.9,बेतहाशा
pandemonium,0.0,-0.9,विप्लव
uninsured,0.0,-0.9,अपूर्वदृष्ट
prickles,0.0,-0.9,कांटे
prejudicial,0.0,-0.9,हानिकारक
antipathy,0.0,-0.9,घृणा
blurt,0.0,-0.9,जोर से बोलना
cuplrit,0.0,-0.9,cuplrit
extermination,0.0,-0.9,तबाही
indeterminate,0.0,-0.9,दुविधा में पड़ा हुआ
mushy,0.0,-0.9,भावुक
overzelous,0.0,-0.9,overzelous
hack,0.0,-0.9,किराये का
flout,0.0,-0.9,अवज्ञा
demoralizing,0.0,-0.9,हतोत्साहित
expel,0.0,-0.9,निष्कासित
calamitous,0.0,-0.9,नुक़सानदेह
radically,0.0,-0.9,मौलिक
barbarically,0.0,-0.9,barbarically
aggrieved,0.0,-0.9,पीड़ित
leaks,0.0,-0.9,लीक
err,0.0,-0.9,ग़लती होना
shoddy,0.0,-0.9,तुच्छ
infidel,0.0,-0.9,बेवफ़ा
unlawfulness,0.0,-0.9,अवैद
defiant,0.0,-0.9,उपेक्षापूर्ण
nightmarish,0.0,-0.9,भयानक
presumptuous,0.0,-0.9,अभिमान
underpaid,0.0,-0.9,underpaid
creaks,0.0,-0.9,creaks
infuriatingly,0.0,-0.9,infuriatingly
pointless,0.0,-0.9,व्यर्थ
standstill,0.0,-0.9,ठहराव
itch,0.0,-0.9,खुजली
bumped,0.0,-0.9,टकरा
moribund,0.0,-0.9,मरणासन्न
fidget,0.0,-0.9,कुलबुलाहट
detestably,0.0,-0.9,detestably
haunt,0.0,-0.9,अड्डा
invidiously,0.0,-0.9,चुभने वाले ढंग से
nebulous,0.0,-0.9,अस्पष्ट
infamously,0.0,-0.9,कुख्यात
rage,0.0,-0.9,क्रोध
gossip,0.0,-0.9,गपशप
threats,0.0,-0.9,धमकी
invective,0.0,-0.9,फटकार
randomly,0.0,-0.9,बेतरतीब ढंग से
debase,0.0,-0.9,मूल्य घटाना
flounder,0.0,-0.9,फ़्लॉन्डर
incorrect,0.0,-0.9,ग़लत
indecisively,0.0,-0.9,अनिश्चय से
blind,0.0,-0.9,अंधा
leak,0.0,-0.9,रिसाव
burdensome,0.0,-0.9,बोझल
partiality,0.0,-0.9,पक्षपात
unruly,0.0,-0.9,अनियंत्रित
aborted,0.0,-0.9,गर्भपात
discordance,0.0,-0.9,बेमेल
unorthodoxy,0.0,-0.9,unorthodoxy
uncouth,0.0,-0.9,गंवार
ironically,0.0,-0.9,विडम्बना से
distaste,0.0,-0.9,वैमनस्य
interruption,0.0,-0.9,व्यवधान
bugging,0.0,-0.9,गुस्सा दिलाना
belated,0.0,-0.9,देर में आया हुआ
incoherently,0.0,-0.9,असंगति से
imperfect,0.0,-0.9,अपूर्ण
breaks,0.0,-0.9,टूट जाता है
accidental,0.0,-0.9,आकस्मिक
losers,0.0,-0.9,हारे
geezer,0.0,-0.9,वृद्धा
debasement,0.0,-0.9,मानमर्दन
disorganized,0.0,-0.9,बेतरतीब
effrontery,0.0,-0.9,गुस्ताख़ी
doldrums,0.0,-0.9,उदासी
unsophisticated,0.0,-0.9,अपरिष्कृत
perfunctory,0.0,-0.9,असावधान
incoherent,0.0,-0.9,बेतुका
shamefulness,0.0,-0.9,shamefulness
dying,0.0,-0.9,मौत
revolting,0.0,-0.9,विप्लव करनेवाला
misjudge,0.0,-0.9,अन्याय करना
mislead,0.0,-0.9,गुमराह
predicament,0.0,-0.9,स्थिति
strict,0.0,-0.9,कठोर
gimmicked,0.0,-0.9,gimmicked
tarnished,0.0,-0.9,कलंकित
inexpiable,0.0,-0.9,अव्याख्येय
nosey,0.0,-0.9,सुगंधित
snob,0.0,-0.9,मोची का नौकर
mysterious,0.0,-0.9,रहस्यमय
detrimental,0.0,-0.9,हानिकारक
syndrome,0.0,-0.9,सिंड्रोम
dragoon,0.0,-0.9,विवश कर देना
bitterness,0.0,-0.9,अप्रसन्नता
contrived,0.0,-0.9,काल्पनिक
ignorance,0.0,-0.9,अज्ञान
bulkyness,0.0,-0.9,bulkyness
toil,0.0,-0.9,कठिन परिश्रम
resentful,0.0,-0.9,क्रोधित
vagueness,0.0,-0.9,अस्पष्टता
confess,0.0,-0.9,कबूल
trouble,0.0,-0.9,मुसीबत
oppressors,0.0,-0.9,उत्पीड़कों
volatile,0.0,-0.9,परिवर्तनशील
harden,0.0,-0.9,कठोर बनाना
stuck,0.0,-0.9,अटक गया
upbraid,0.0,-0.9,फटकारना
discontinued,0.0,-0.9,बंद
complained,0.0,-0.9,शिकायत की
plea,0.0,-0.9,दलील
tumbled,0.0,-0.9,गिरावट
confrontation,0.0,-0.9,आमना-सामना
sting,0.0,-0.9,डंक
scared,0.0,-0.9,डरा हुआ
incite,0.0,-0.9,उत्तेजित
excuse,0.0,-0.9,बहाना
abominably,0.0,-0.9,abominably
adamant,0.0,-0.9,अटल
lurch,0.0,-0.9,अचानक एक ओर को लड़खड़ाहट
douchebag,0.0,-0.9,Douchebag
cataclysm,0.0,-0.9,प्रलय
liar,0.0,-0.9,जंगली
abruptly,0.0,-0.9,एकाएक
bedlam,0.0,-0.9,हंगामा
disagrees,0.0,-0.9,असहमत
unreliable,0.0,-0.9,अविश्वसनीय
abrupt,0.0,-0.9,आकस्मिक
flicker,0.0,-0.9,झिलमिलाहट
insecure,0.0,-0.9,असुरक्षित
ineffectual,0.0,-0.9,अप्रभावी
inadequate,0.0,-0.9,अपर्याप्त
isolated,0.0,-0.9,पृथक
imposers,0.0,-0.9,imposers
stumble,0.0,-0.9,ठोकर
condescendingly,0.0,-0.9,कृपाशीलता
droops,0.0,-0.9,droops
enmity,0.0,-0.9,शत्रुता
entangle,0.0,-0.9,उलझाना
violently,0.0,-0.9,बलपूर्वक
insensitivity,0.0,-0.9,असंवेदनशीलता
undissolved,0.0,-0.9,अघुलित
unleash,0.0,-0.9,दिलाने
unsteady,0.0,-0.9,अस्थिर
backbiting,0.0,-0.9,चुगली करना
blackmail,0.0,-0.9,भयादोहन
shriek,0.0,-0.9,कटकट
perversion,0.0,-0.9,विकृति
repulsiveness,0.0,-0.9,घृणोत्पादकता
grumpy,0.0,-0.9,क्रोधी
uneasiness,0.0,-0.9,बेचैनी
plasticky,0.0,-0.9,plasticky
sanctimonious,0.0,-0.9,पाखंडी
smutty,0.0,-0.9,नरम
fooled,0.0,-0.9,मूर्ख बनाया
impoverished,0.0,-0.9,गरीब
pricier,0.0,-0.9,स्पष्ट रूप से मामला
spoonfed,0.0,-0.9,spoonfed
hefty,0.0,-0.9,मोटी
licentious,0.0,-0.9,मनमाना
disunity,0.0,-0.9,एकता का अभाव
unsuspecting,0.0,-0.9,पहले से न सोचा
malcontent,0.0,-0.9,बाग़ी
throbs,0.0,-0.9,throbs
vociferous,0.0,-0.9,मुखर
dissenter,0.0,-0.9,संप्रदायवादी
unacceptable,0.0,-0.9,गवारा नहीं
indecorum,0.0,-0.9,कुरूप
sinisterly,0.0,-0.9,sinisterly
hogs,0.0,-0.9,हॉग
disadvantage,0.0,-0.9,हानि
beleaguer,0.0,-0.9,धेरा डालना
cannibalize,0.0,-0.9,cannibalize
harassed,0.0,-0.9,परेशान
pale,0.0,-0.9,पीला
infest,0.0,-0.9,हमला करना
erroneous,0.0,-0.9,ग़लत
overdue,0.0,-0.9,अतिदेय
squeal,0.0,-0.9,चिल्लाहट
sloppy,0.0,-0.9,मैला
expunge,0.0,-0.9,हटाए
feeble,0.0,-0.9,कमज़ोर
imperiously,0.0,-0.9,घमंड से
negligent,0.0,-0.9,लापरवाह
unreasonably,0.0,-0.9,अनुचित रूप से
repulsed,0.0,-0.9,repulsed
inflated,0.0,-0.9,फुलाया
stupidity,0.0,-0.9,मूर्खता
beastly,0.0,-0.9,क्रूरतापूर्ण
anti-israeli,0.0,-0.9,विरोधी इजरायल
seething,0.0,-0.9,खदबदा
frustrating,0.0,-0.9,निराशा होती
sedentary,0.0,-0.9,गतिहीन
cons,0.0,-0.9,विपक्ष
cheats,0.0,-0.9,धोखा
imbecile,0.0,-0.9,मूर्ख
sullen,0.0,-0.9,उदास
unexpectedly,0.0,-0.9,अप्रत्याशित रूप से
crap,0.0,-0.9,बकवास
drastically,0.0,-0.9,काफी
hostility,0.0,-0.9,शत्रुता
nervousness,0.0,-0.9,घबराहट
obscene,0.0,-0.9,गंदा
defrauding,0.0,-0.9,चूना लगाने
bankrupt,0.0,-0.9,दिवालिया
fearful,0.0,-0.9,भयभीत
indeterminably,0.0,-0.9,indeterminably
nauseates,0.0,-0.9,nauseates
imperialist,0.0,-0.9,साम्राज्यवादी
pernicious,0.0,-0.9,हानिकारक
feeblely,0.0,-0.9,feeblely
inexpert,0.0,-0.9,अनुभवहीन
invalid,0.0,-0.9,अमान्य
cronyism,0.0,-0.9,cronyism
bickering,0.0,-0.9,कलह
obsessively,0.0,-0.9,obsessively
resistance,0.0,-0.9,प्रतिरोध
concen,0.0,-0.9,ध्यान केंद्रित
reprimand,0.0,-0.9,डांटना
subjugate,0.0,-0.9,अधीन करना
taunt,0.0,-0.9,उपहास
lunaticism,0.0,-0.9,lunaticism
fraught,0.0,-0.9,भरा हुआ
nepotism,0.0,-0.9,भाई-भतीजावाद
obstructed,0.0,-0.9,बाधित
damaging,0.0,-0.9,हानिकारक
overreach,0.0,-0.9,धोखा
incognizant,0.0,-0.9,भेस बदले हुए
outbursts,0.0,-0.9,विस्फोट
loses,0.0,-0.9,खो देता है
extravagance,0.0,-0.9,अपव्यय
distraction,0.0,-0.9,व्याकुलता
horrifies,0.0,-0.9,horrifies
impotent,0.0,-0.9,नपुंसक
undone,0.0,-0.9,नष्ट कर दिया
distorted,0.0,-0.9,विकृत
byzantine,0.0,-0.9,बीजान्टिन
rogue,0.0,-0.9,दुष्ट
unaccessible,0.0,-0.9,unaccessible
touts,0.0,-0.9,दलालों
worries,0.0,-0.9,चिंता
bitingly,0.0,-0.9,व्यंग्य से
disinterest,0.0,-0.9,उदासीनता
inconsiderate,0.0,-0.9,अविवेकी
unwillingness,0.0,-0.9,अनिच्छा
time-consuming,0.0,-0.9,बहुत समय लगेगा
preoccupy,0.0,-0.9,पहिले से ग्रहण करना
hooligan,0.0,-0.9,बदमाश
catastrophic,0.0,-0.9,आपत्तिजनक
shortness,0.0,-0.9,तकलीफ
aghast,0.0,-0.9,भौचक्का
abomination,0.0,-0.9,नफरत
butcher,0.0,-0.9,कसाई
loopholes,0.0,-0.9,कमियां
elimination,0.0,-0.9,निकाल देना
corruptted,0.0,-0.9,corruptted
depressed,0.0,-0.9,उदास
hard-hit,0.0,-0.9,ज़ोर से मार
brutal,0.0,-0.9,क्रूर
worrisome,0.0,-0.9,चिंताजनक
frantic,0.0,-0.9,उन्मत्त
rumple,0.0,-0.9,गींजना
grievous,0.0,-0.9,क्षतिकर
flair,0.0,-0.9,स्वभाव
limited,0.0,-0.9,सीमित
displaced,0.0,-0.9,विस्थापित
vomiting,0.0,-0.9,उल्टी
long-time,0.0,-0.9,लंबे समय तक
over-valuation,0.0,-0.9,ओवर-मूल्यांकन
unnaturally,0.0,-0.9,अप्राकृतिक रूप
wary,0.0,-0.9,सावधान
unproductive,0.0,-0.9,अनुर्वर
worsening,0.0,-0.9,बिगड़ती
bewail,0.0,-0.9,शोक मनाना
trickery,0.0,-0.9,प्रवंचना
bemoan,0.0,-0.9,रोना
harbors,0.0,-0.9,बंदरगाहों
bump,0.0,-0.9,टक्कर
aweful,0.0,-0.9,aweful
exterminate,0.0,-0.9,विनाश
incapably,0.0,-0.9,incapably
insulted,0.0,-0.9,अपमान
odd,0.0,-0.9,अजीब
noisier,0.0,-0.9,शोर
wanton,0.0,-0.9,प्रचंड
stalemate,0.0,-0.9,गतिरोध
shark,0.0,-0.9,शार्क
interruptions,0.0,-0.9,रुकावट
achey,0.0,-0.9,Achey
damage,0.0,-0.9,क्षति
obstacle,0.0,-0.9,बाधा
slaughter,0.0,-0.9,वध
