Term,PosScore,NegScore,Urdu
unjustifiable,0.0,-0.9,بلاجواز
gutless,0.0,-0.9,گٹلیس
deploringly,0.0,-0.9,افسردگی سے
onerously,0.0,-0.9,زیادہ سے زیادہ
painfully,0.0,-0.9,تکلیف دہ
traitor,0.0,-0.9,غدار
risky,0.0,-0.9,پرخطر
moron,0.0,-0.9,پاگل
irrecoverable,0.0,-0.9,ناقابل تلافی
spoiled,0.0,-0.9,خراب
deceitfulness,0.0,-0.9,دھوکہ دہی
devious,0.0,-0.9,شیطان
endanger,0.0,-0.9,خطرہ ہے
flakey,0.0,-0.9,flakey
irresponsible,0.0,-0.9,غیر ذمہ دارانہ
madden,0.0,-0.9,پاگل
misbehavior,0.0,-0.9,بدتمیزی
dreadful,0.0,-0.9,خوفناک
acerbic,0.0,-0.9,acerbic
boastful,0.0,-0.9,گھمنڈ
conspiracy,0.0,-0.9,سازش
womanizing,0.0,-0.9,عورت بنانا
sever,0.0,-0.9,شمال
dreary,0.0,-0.9,ڈریری
feint,0.0,-0.9,feint
cheerless,0.0,-0.9,بے چین
rust,0.0,-0.9,زنگ
begging,0.0,-0.9,گداگری
tauntingly,0.0,-0.9,طعنہ زنی سے
mismanage,0.0,-0.9,بد انتظامی
uproarous,0.0,-0.9,ہنگامہ خیز
redundancy,0.0,-0.9,فالتو پن
vulnerable,0.0,-0.9,کمزور
deceive,0.0,-0.9,دھوکہ دینا
killer,0.0,-0.9,قاتل
sick,0.0,-0.9,بیمار
agony,0.0,-0.9,اذیت
forsaken,0.0,-0.9,ترک کر دیا
hectic,0.0,-0.9,تیز
accuses,0.0,-0.9,الزامات
injury,0.0,-0.9,چوٹ
barbarous,0.0,-0.9,وحشیانہ
bust,0.0,-0.9,ٹوٹ
monotony,0.0,-0.9,ایکرستی
strictly,0.0,-0.9,سختی سے
treacherous,0.0,-0.9,غدار
indistinguishable,0.0,-0.9,ناقابل تقسیم
selfishly,0.0,-0.9,خود غرضی سے
superstition,0.0,-0.9,توہم پرستی
abrade,0.0,-0.9,ختم کرنا
emergency,0.0,-0.9,ایمرجنسی
sharply,0.0,-0.9,تیزی سے
dissembler,0.0,-0.9,جدا کرنے والا
pretense,0.0,-0.9,دکھاوا
cloud,0.0,-0.9,بادل
foolishly,0.0,-0.9,بے وقوفی سے
ignominious,0.0,-0.9,مکروہ
ill-sorted,0.0,-0.9,بدانتظام
inequitable,0.0,-0.9,ناہموار
peevishly,0.0,-0.9,بظاہر
unaffordable,0.0,-0.9,ناقابل برداشت
displace,0.0,-0.9,بے گھر ہونا
distortion,0.0,-0.9,مسخ
terrible,0.0,-0.9,خوفناک
dispirited,0.0,-0.9,منتشر
dispute,0.0,-0.9,تنازعہ
impaired,0.0,-0.9,خراب
disinterested,0.0,-0.9,ناپسندیدہ
incompetence,0.0,-0.9,نااہلی
irrational,0.0,-0.9,غیر معقول
disillusion,0.0,-0.9,بد نظمی
misleadingly,0.0,-0.9,گمراہ کن
foolish,0.0,-0.9,بے وقوف
cheater,0.0,-0.9,دھوکے باز
notorious,0.0,-0.9,بدنام
outrage,0.0,-0.9,غم و غصہ
sicken,0.0,-0.9,مالا
drippy,0.0,-0.9,ڈرپائی
chilly,0.0,-0.9,مرچ
lapses,0.0,-0.9,وقفے
problematic,0.0,-0.9,پریشان کن
absurdly,0.0,-0.9,مضحکہ خیز
immoderate,0.0,-0.9,غیر متحرک
inefficiency,0.0,-0.9,نا اہلی
junkyard,0.0,-0.9,کباڑی
intransigent,0.0,-0.9,اجنبی
tension,0.0,-0.9,تناؤ
disinclination,0.0,-0.9,امتیاز
thwart,0.0,-0.9,ناکام
forgetfulness,0.0,-0.9,فراموشی
revoltingly,0.0,-0.9,بغاوت سے
hysterical,0.0,-0.9,حوصلہ افزا
abuses,0.0,-0.9,بدسلوکی
sly,0.0,-0.9,چکما
ambiguous,0.0,-0.9,مبہم
repel,0.0,-0.9,پیچھے ہٹانا
prattle,0.0,-0.9,prattle
awfulness,0.0,-0.9,بیداری
layoff,0.0,-0.9,چھٹکارا
conspiracies,0.0,-0.9,سازشیں
inescapable,0.0,-0.9,ناگزیر
caustic,0.0,-0.9,کاسٹک
overshadow,0.0,-0.9,اوور شیڈو
adulterated,0.0,-0.9,ملاوٹ
goof,0.0,-0.9,مورھ
menial,0.0,-0.9,مینیلی
flakieness,0.0,-0.9,flakieness
laid-off,0.0,-0.9,پیچھا چھوڑ دیا
tiringly,0.0,-0.9,tiringly
downcast,0.0,-0.9,ڈاؤن لوڈ
forged,0.0,-0.9,جعلی
unrest,0.0,-0.9,بدامنی
shock,0.0,-0.9,صدمہ
dissidence,0.0,-0.9,اختلاف
traduce,0.0,-0.9,ترجمہ کریں
wrip,0.0,-0.9,لپیٹنا
offenses,0.0,-0.9,جرائم
choppy,0.0,-0.9,کٹی
gruff,0.0,-0.9,گرف
adulteration,0.0,-0.9,ملاوٹ
immoral,0.0,-0.9,غیر اخلاقی
ineffective,0.0,-0.9,غیر موثر
idiocy,0.0,-0.9,بیوقوف
laughably,0.0,-0.9,ہنستے ہوئے
vengefulness,0.0,-0.9,انتقام
panicking,0.0,-0.9,گھبرانا
degrading,0.0,-0.9,ہراس
venomous,0.0,-0.9,زہریلا
inferior,0.0,-0.9,کم
coward,0.0,-0.9,بزدل
nefariously,0.0,-0.9,نفی سے
embarrassingly,0.0,-0.9,شرمندگی سے
extraneous,0.0,-0.9,بیرونی
mawkishly,0.0,-0.9,mawishesly
intrude,0.0,-0.9,گھسنا
polluter,0.0,-0.9,آلودگی
treacherously,0.0,-0.9,غداری سے
junk,0.0,-0.9,ردی
egregious,0.0,-0.9,متفرق
humiliate,0.0,-0.9,ذلیل کرنا
lame-duck,0.0,-0.9,لنگڑا بتھ
monster,0.0,-0.9,عفریت
harboring,0.0,-0.9,بندرگاہ
dim,0.0,-0.9,نہیں
self-serving,0.0,-0.9,خود کی خدمت
sufferer,0.0,-0.9,شکار
imperil,0.0,-0.9,imperil
rejecting,0.0,-0.9,مسترد کرنا
bristle,0.0,-0.9,چمک
dirts,0.0,-0.9,کپڑے
shame,0.0,-0.9,شرم
hasty,0.0,-0.9,جلد بازی
subversively,0.0,-0.9,تخریبی طور پر
wrestle,0.0,-0.9,کشتی
mortification,0.0,-0.9,مورکیفیکیشن
second-tier,0.0,-0.9,دوسرے درجے کا
unfortunate,0.0,-0.9,بدقسمتی
error,0.0,-0.9,غلطی
inconsequent,0.0,-0.9,متضاد
sneering,0.0,-0.9,sneering
paralyzed,0.0,-0.9,مفلوج
miseries,0.0,-0.9,مصائب
repulsing,0.0,-0.9,پیچھے ہٹانا
autocratic,0.0,-0.9,خود مختار
undesirable,0.0,-0.9,ناپسندیدہ
barbarian,0.0,-0.9,وحشی
hollow,0.0,-0.9,کھوکھلی
tetchy,0.0,-0.9,tetchy
flares,0.0,-0.9,بھڑک اٹھنا
sucker,0.0,-0.9,مچھلی
desecrate,0.0,-0.9,بے حرمتی کرنا
threaten,0.0,-0.9,دھمکی دینا
overwhelms,0.0,-0.9,مغلوب
frazzle,0.0,-0.9,خاردار
ugh,0.0,-0.9,ugh
batty,0.0,-0.9,بیٹ
expropriation,0.0,-0.9,ضبطی
checkered,0.0,-0.9,چیکر
condescend,0.0,-0.9,ماننا
break-ups,0.0,-0.9,بریک اپ
hateful,0.0,-0.9,نفرت انگیز
nebulously,0.0,-0.9,نبی طور پر
repudiate,0.0,-0.9,مسترد کرنا
unsettled,0.0,-0.9,بے چین
relapse,0.0,-0.9,دوبارہ چلنا
break,0.0,-0.9,توڑ
insignificant,0.0,-0.9,اہمیت کا حامل
cheap,0.0,-0.9,سستا
dismay,0.0,-0.9,مایوسی
mockeries,0.0,-0.9,طنزیں
exhausts,0.0,-0.9,تھکن
exhort,0.0,-0.9,نصیحت
stereotypical,0.0,-0.9,دقیانوسی
gaff,0.0,-0.9,گف
gall,0.0,-0.9,یہ ہو سکتا ہے
transgression,0.0,-0.9,سرکشی
unseemly,0.0,-0.9,بے ترتیب
insolently,0.0,-0.9,گستاخی سے
ached,0.0,-0.9,درد
irrecoverably,0.0,-0.9,ناقابل تلافی
woebegone,0.0,-0.9,خرابی
resent,0.0,-0.9,ناراضگی
ignominy,0.0,-0.9,حقارت
substandard,0.0,-0.9,غیر معیاری
bigotry,0.0,-0.9,تعصب
weirdly,0.0,-0.9,عجیب طور پر
nag,0.0,-0.9,نیگ
sad,0.0,-0.9,ابھی
frightful,0.0,-0.9,خوفناک
repulsive,0.0,-0.9,نفرت انگیز
unthinkable,0.0,-0.9,ناقابلِ تصور
drastic,0.0,-0.9,سخت
mourner,0.0,-0.9,سوگ
slogs,0.0,-0.9,لڑا
implacable,0.0,-0.9,بے لگام
lazy,0.0,-0.9,سست
audiciously,0.0,-0.9,حیرت سے
lengthy,0.0,-0.9,لمبا
drowning,0.0,-0.9,ڈوبنا
archaic,0.0,-0.9,قدیم
irreparable,0.0,-0.9,ناقابل تلافی
lackadaisical,0.0,-0.9,کمی
distraughtness,0.0,-0.9,پریشانی
lumpy,0.0,-0.9,گانٹھ
obsessive,0.0,-0.9,جنونی
egotistically,0.0,-0.9,غرور سے
wrinkles,0.0,-0.9,جھرریاں
messing,0.0,-0.9,گندگی
scratched,0.0,-0.9,خارش
thumbs-down,0.0,-0.9,انگوٹھے نیچے
suppress,0.0,-0.9,دبانے
brazenly,0.0,-0.9,ڈھٹائی سے
breakdown,0.0,-0.9,خرابی
dubious,0.0,-0.9,مشکوک
hapless,0.0,-0.9,لاپرواہی
hassle,0.0,-0.9,پریشانی
hoodwink,0.0,-0.9,ہڈ وینک
hurtful,0.0,-0.9,تکلیف دہ
pessimism,0.0,-0.9,مایوسی
freakishly,0.0,-0.9,عجیب
embattled,0.0,-0.9,جکڑے ہوئے
suffers,0.0,-0.9,برداشت کرنا
horde,0.0,-0.9,گروہ
vindictiveness,0.0,-0.9,ثابت قدمی
unnervingly,0.0,-0.9,بے نیاز
bondage,0.0,-0.9,غلامی
unorthodox,0.0,-0.9,غیر روایتی
nitpicking,0.0,-0.9,nitpicking
ho-hum,0.0,-0.9,ہو ہم
distrustful,0.0,-0.9,عدم اعتماد
hestitant,0.0,-0.9,hestitant
disintegrates,0.0,-0.9,ٹوٹ جاتا ہے
fatuity,0.0,-0.9,چربی
waning,0.0,-0.9,غائب
smelt,0.0,-0.9,سونگھ جانا
unnecessary,0.0,-0.9,غیر ضروری
freaks,0.0,-0.9,شیطان
unimportant,0.0,-0.9,غیر اہم
audaciousness,0.0,-0.9,بہادری
enviousness,0.0,-0.9,حسد
indecent,0.0,-0.9,غیر مہذب
neglect,0.0,-0.9,غفلت
lamentably,0.0,-0.9,افسوس کے ساتھ
dented,0.0,-0.9,رد
loveless,0.0,-0.9,بے پیار
phony,0.0,-0.9,جعلی
soapy,0.0,-0.9,صابن
pitiful,0.0,-0.9,قابل رحم
demise,0.0,-0.9,انتقال
flareup,0.0,-0.9,بھڑک اٹھنا
passive,0.0,-0.9,غیر فعال
discontinuous,0.0,-0.9,اچھ .ا
unusable,0.0,-0.9,ناقابل استعمال
rupture,0.0,-0.9,توڑ
direly,0.0,-0.9,سیدھے
excessively,0.0,-0.9,ضرورت سے زیادہ
picketing,0.0,-0.9,پیکیٹنگ
angriness,0.0,-0.9,غصہ
myth,0.0,-0.9,متک
faulty,0.0,-0.9,ناقص
insupportably,0.0,-0.9,غیر یقینی طور پر
jeeringly,0.0,-0.9,دل کھول کر
renunciation,0.0,-0.9,ترک کرنا
imprisonment,0.0,-0.9,قید
drawback,0.0,-0.9,واپسی
fear,0.0,-0.9,خوف
inarticulate,0.0,-0.9,غیر متعلulateق
immature,0.0,-0.9,نادان
inescapably,0.0,-0.9,inescapably
indecision,0.0,-0.9,عداوت
tiring,0.0,-0.9,تھکاوٹ
spewed,0.0,-0.9,تیز
fugitive,0.0,-0.9,مفرور
dishonor,0.0,-0.9,بے عزتی
punitive,0.0,-0.9,قابل سزا
poky,0.0,-0.9,پوک
epidemic,0.0,-0.9,وباء
issue,0.0,-0.9,مسئلہ
mad,0.0,-0.9,پاگل
skimpy,0.0,-0.9,کھوپڑی
stains,0.0,-0.9,داغ
glower,0.0,-0.9,چمکانا
curse,0.0,-0.9,لعنت
dilemma,0.0,-0.9,المیہ
disquiet,0.0,-0.9,تکلیف
frenzy,0.0,-0.9,انماد
disvalue,0.0,-0.9,انحراف
haywire,0.0,-0.9,گھاس
overdo,0.0,-0.9,زیادہ
taunting,0.0,-0.9,طعنہ زنی کرنا
bulkiness,0.0,-0.9,بلک پن
criminal,0.0,-0.9,مجرمانہ
starvation,0.0,-0.9,فاقہ کشی
consternation,0.0,-0.9,کونسٹیشن
detests,0.0,-0.9,نفرت کرتا ہے
recklessly,0.0,-0.9,لاپرواہی سے
fictitious,0.0,-0.9,فرضی
imprudence,0.0,-0.9,عجلت
indoctrinate,0.0,-0.9,indoctrinate
one-sided,0.0,-0.9,یک طرفہ
qualms,0.0,-0.9,مقدار
apathetically,0.0,-0.9,بے حس
acerbate,0.0,-0.9,acerbity
bafflement,0.0,-0.9,بفلمینٹ
childish,0.0,-0.9,بچکانہ
merciless,0.0,-0.9,بے رحمی
prevaricate,0.0,-0.9,پھیلانا
slanders,0.0,-0.9,بہتان
insensible,0.0,-0.9,بے حس
biased,0.0,-0.9,متعصب
hell,0.0,-0.9,جہنم
pillage,0.0,-0.9,لوٹ مار
disrespectful,0.0,-0.9,بے عزتی کرنا
fatuous,0.0,-0.9,موٹے
hardliner,0.0,-0.9,ہارڈ لائنر
incomparably,0.0,-0.9,غیر ضروری
sueing,0.0,-0.9,مقدمہ دائر کرنا
biting,0.0,-0.9,کاٹنا
fluster,0.0,-0.9,گھبرانا
damnable,0.0,-0.9,نقصان دہ
distressed,0.0,-0.9,پریشان
tentatively,0.0,-0.9,عارضی طور پر
derision,0.0,-0.9,طنز
uncaring,0.0,-0.9,لاپرواہی
denial,0.0,-0.9,انکار
capsize,0.0,-0.9,capsize
fastidiously,0.0,-0.9,تیزی سے
misbegotten,0.0,-0.9,بدگمانی
subversion,0.0,-0.9,بغاوت
blundering,0.0,-0.9,blundering
illusion,0.0,-0.9,برم
blatantly,0.0,-0.9,واضح طور پر
despised,0.0,-0.9,حقیر
maliciously,0.0,-0.9,بدنیتی سے
drunk,0.0,-0.9,نشے میں
backaches,0.0,-0.9,کمر
virus,0.0,-0.9,وائرس
shocking,0.0,-0.9,چونکانے والی
rejected,0.0,-0.9,مسترد
inhumanity,0.0,-0.9,غیر انسانی
impinge,0.0,-0.9,مسلط کرنا
throbbed,0.0,-0.9,دھڑکن
deceptively,0.0,-0.9,دھوکہ دہی سے
scrambled,0.0,-0.9,بکھرے ہوئے
criticism,0.0,-0.9,تنقید
hobble,0.0,-0.9,گھماؤ
simplistic,0.0,-0.9,سادہ
grotesque,0.0,-0.9,حیرت انگیز
treasonous,0.0,-0.9,غداری
troubles,0.0,-0.9,پریشانیاں
dislikes,0.0,-0.9,ناپسند
mistress,0.0,-0.9,مالکن
conspicuous,0.0,-0.9,واضح
acerbically,0.0,-0.9,acerbically
atrocities,0.0,-0.9,ظلم، بربریت
brazen,0.0,-0.9,ڈھٹائی
calamity,0.0,-0.9,آفت
gloatingly,0.0,-0.9,gloatingly
inexcusably,0.0,-0.9,ناتجربہ کار
rumor,0.0,-0.9,افواہ
forbidden,0.0,-0.9,ممنوعہ
cheesy,0.0,-0.9,cheesy
slander,0.0,-0.9,بہتان لگانا
stumped,0.0,-0.9,اسٹمپڈ
corrosive,0.0,-0.9,گلانے والا
virulently,0.0,-0.9,وحشی طور پر
false,0.0,-0.9,جھوٹا
knock,0.0,-0.9,دستک
vexingly,0.0,-0.9,پریشانی سے
hoard,0.0,-0.9,ذخیرہ
untrue,0.0,-0.9,جھوٹ
aloof,0.0,-0.9,دور
fetid,0.0,-0.9,fetid
invisible,0.0,-0.9,پوشیدہ
heavyhearted,0.0,-0.9,بھاری
conceit,0.0,-0.9,گھمنڈ
hypocricy,0.0,-0.9,منافقت
infection,0.0,-0.9,انفیکشن
shrug,0.0,-0.9,shrug
dangerousness,0.0,-0.9,خطرہ
traped,0.0,-0.9,پھنس گیا
temper,0.0,-0.9,غصہ
soreness,0.0,-0.9,تکلیف
wrest,0.0,-0.9,کشتی
impractical,0.0,-0.9,ناقابل عمل
punk,0.0,-0.9,گنڈا
damaged,0.0,-0.9,خراب
deject,0.0,-0.9,انکار
immaterial,0.0,-0.9,بے عیب
imperfectly,0.0,-0.9,نامکمل طور پر
inappropriately,0.0,-0.9,نامناسب
lewdly,0.0,-0.9,غیر مہذب
impossible,0.0,-0.9,ناممکن
deny,0.0,-0.9,انکار
helplessly,0.0,-0.9,بے بسی سے
indifference,0.0,-0.9,بے حسی
disgraced,0.0,-0.9,رسوا
melancholy,0.0,-0.9,اداسی
insignificance,0.0,-0.9,اہمیت نہیں
retardedness,0.0,-0.9,پسماندگی
discountenance,0.0,-0.9,غلاظت
unspecified,0.0,-0.9,غیر متعینہ
diatribe,0.0,-0.9,ڈائری بی
hideously,0.0,-0.9,چھپ چھپا کر
flake,0.0,-0.9,flake
pig,0.0,-0.9,سور
last-ditch,0.0,-0.9,آخری کھائی
repulse,0.0,-0.9,پسپا کرنا
conflicted,0.0,-0.9,متصادم
ruthlessness,0.0,-0.9,بے رحمی
obscure,0.0,-0.9,غیر واضح
capriciousness,0.0,-0.9,capriciousness
grumpier,0.0,-0.9,grumpier
mournfully,0.0,-0.9,غم سے
poorer,0.0,-0.9,غریب
unqualified,0.0,-0.9,نااہل
overact,0.0,-0.9,زیادہ کرنا
subversive,0.0,-0.9,تخریبی
ineptly,0.0,-0.9,لاعلمی سے
stain,0.0,-0.9,داغ
assassin,0.0,-0.9,قاتل
corrosions,0.0,-0.9,سنکنرن
fanciful,0.0,-0.9,خیالی
heartbreakingly,0.0,-0.9,دل شکستہ
outrages,0.0,-0.9,غم و غصہ
plight,0.0,-0.9,حالت زار
extremists,0.0,-0.9,انتہا پسند
maledict,0.0,-0.9,ملعون
shrilly,0.0,-0.9,چمکیلی
interrupt,0.0,-0.9,رکاوٹ
exaggerate,0.0,-0.9,مبالغہ آرائی
inevitably,0.0,-0.9,لامحالہ
challenging,0.0,-0.9,چیلنجنگ
infiltrators,0.0,-0.9,درانداز
harsh,0.0,-0.9,سخت
dire,0.0,-0.9,کہنا
plebeian,0.0,-0.9,مبتدی
pan,0.0,-0.9,پین
scams,0.0,-0.9,گھوٹالے
jealousness,0.0,-0.9,حسد
arrogantly,0.0,-0.9,تکبر سے
stupidest,0.0,-0.9,بیوقوف
disapproving,0.0,-0.9,ناگوار
scrap,0.0,-0.9,سکریپ
demolish,0.0,-0.9,مسمار کرنا
swelled,0.0,-0.9,سوجن
rejects,0.0,-0.9,مسترد
irksomely,0.0,-0.9,irksomely
neglected,0.0,-0.9,نظرانداز کیا
hideousness,0.0,-0.9,نفرت
leery,0.0,-0.9,لیری
uncooperative,0.0,-0.9,کوآپریٹو
blame,0.0,-0.9,الزام
impermissible,0.0,-0.9,ناقابل معافی
mortifying,0.0,-0.9,ماتم کرنا
bereave,0.0,-0.9,سوگ
strangely,0.0,-0.9,حیرت سے
blunder,0.0,-0.9,غلطی
struggled,0.0,-0.9,جدوجہد
alienated,0.0,-0.9,اجنبی
frenzied,0.0,-0.9,frenzied
absurdity,0.0,-0.9,بیہودگی
unspeakable,0.0,-0.9,ناقابل بیان
beguile,0.0,-0.9,beguile
delude,0.0,-0.9,مایوسی
violators,0.0,-0.9,خلاف ورزی کرنے والے
vibrating,0.0,-0.9,ہل
baffle,0.0,-0.9,چکرا
bowdlerize,0.0,-0.9,رکوع کرنا
turmoil,0.0,-0.9,ہنگامہ
utterly,0.0,-0.9,بالکل
shimmer,0.0,-0.9,چمکنا
frenetically,0.0,-0.9,جنونی طور پر
fail,0.0,-0.9,ناکام
messes,0.0,-0.9,گندگی
undersized,0.0,-0.9,چھوٹا
fanaticism,0.0,-0.9,جنونیت
disarray,0.0,-0.9,گڑبڑ
scold,0.0,-0.9,ڈانٹنا
madness,0.0,-0.9,پاگل پن
shake,0.0,-0.9,ہلا
discrepant,0.0,-0.9,غلاظت
disses,0.0,-0.9,ان کی
dubiously,0.0,-0.9,مشکوک
irksomenesses,0.0,-0.9,irksomenesses
misrepresentation,0.0,-0.9,غلط بیانی
nauseating,0.0,-0.9,متلی
wrinkled,0.0,-0.9,جھریاں
punch,0.0,-0.9,گھونسہ مارنا
brood,0.0,-0.9,روٹی
cringes,0.0,-0.9,cringes
grudgingly,0.0,-0.9,سختی سے
danger,0.0,-0.9,خطرہ
exhaust,0.0,-0.9,راستہ
raping,0.0,-0.9,عصمت دری
scandels,0.0,-0.9,اسکینڈل
brash,0.0,-0.9,بریش
slumping,0.0,-0.9,پھسل جانا
loser,0.0,-0.9,ہارا ہوا
glitches,0.0,-0.9,خرابیاں
appalling,0.0,-0.9,خوفناک
conspire,0.0,-0.9,سازش کرنا
heartbreaking,0.0,-0.9,دل کو توڑنے والا
besiege,0.0,-0.9,محاصرہ کرنا
blah,0.0,-0.9,blah
bad,0.0,-0.9,برا
blatant,0.0,-0.9,گستاخ
mendacious,0.0,-0.9,mendacious
submissive,0.0,-0.9,تابعدار
disgraceful,0.0,-0.9,ذلت آمیز
unprofitable,0.0,-0.9,بے فائدہ
shady,0.0,-0.9,مشکوک
refutes,0.0,-0.9,تردیدات
polution,0.0,-0.9,آلودگی
stump,0.0,-0.9,اسٹمپ
enraged,0.0,-0.9,مشتعل
crazily,0.0,-0.9,پاگل
over-priced,0.0,-0.9,زیادہ قیمت
unreadable,0.0,-0.9,ناقابل تلافی
satirical,0.0,-0.9,طنزیہ
spiteful,0.0,-0.9,بہرحال
radicalization,0.0,-0.9,بنیاد پرستی
brittle,0.0,-0.9,ٹوٹنا
peril,0.0,-0.9,خطرہ
gainsayer,0.0,-0.9,گینسیر
pout,0.0,-0.9,پاؤٹ
illusory,0.0,-0.9,فریب کاری
haunting,0.0,-0.9,ہنٹنگ
terror-genic,0.0,-0.9,دہشت گردی سے متعلق
weep,0.0,-0.9,روئے
downhill,0.0,-0.9,ڈاؤنہل
whine,0.0,-0.9,whine
dislike,0.0,-0.9,ناپسندیدگی
wicked,0.0,-0.9,شریر
extort,0.0,-0.9,extort
smoulder,0.0,-0.9,دھواں مارنے والا
darker,0.0,-0.9,گہرا
fume,0.0,-0.9,دھوئیں
avalanche,0.0,-0.9,برفانی تودہ
break-up,0.0,-0.9,علیحدگی
hate,0.0,-0.9,سے نفرت
capricious,0.0,-0.9,موجی
jutter,0.0,-0.9,جٹر
immoderately,0.0,-0.9,فوری طور پر
semi-retarded,0.0,-0.9,نیم پست
cracks,0.0,-0.9,دراڑیں
criticizing,0.0,-0.9,تنقید کرنا
disgustfully,0.0,-0.9,نفرت سے
dumping,0.0,-0.9,ڈمپنگ
mispronounced,0.0,-0.9,غلط بیانی
scorchingly,0.0,-0.9,جھلس کر
kaput,0.0,-0.9,گیٹ
detraction,0.0,-0.9,انحطاط
derisively,0.0,-0.9,مضحکہ خیز
condemnation,0.0,-0.9,مذمت
funnily,0.0,-0.9,تفریحی طور پر
sass,0.0,-0.9,sass
opponent,0.0,-0.9,مخالف
dungeons,0.0,-0.9,تہھانے
scolded,0.0,-0.9,ڈانٹا
commotions,0.0,-0.9,ہنگامے
subpoenas,0.0,-0.9,subpoenas
regretfully,0.0,-0.9,افسوس کے ساتھ
unlawfully,0.0,-0.9,غیر قانونی طور پر
brashness,0.0,-0.9,چمک
unpopular,0.0,-0.9,غیر مقبول
dispirit,0.0,-0.9,پریشان کرنا
conspicuously,0.0,-0.9,واضح طور پر
insanely,0.0,-0.9,پاگل پن
incredulous,0.0,-0.9,حیرت انگیز
indifferent,0.0,-0.9,لاتعلق
racists,0.0,-0.9,نسل پرست
impunity,0.0,-0.9,استثنیٰ
sorrowful,0.0,-0.9,غمگین
unhealthy,0.0,-0.9,غیر صحت بخش
critical,0.0,-0.9,تنقیدی
debaucher,0.0,-0.9,ڈیبچر
gawk,0.0,-0.9,gawk
doggedly,0.0,-0.9,کتے کے ساتھ
disrespectable,0.0,-0.9,بے عزت
2-faces,0.0,-0.9,2 چہرے
disgustful,0.0,-0.9,مکروہ
flicering,0.0,-0.9,flication
drips,0.0,-0.9,قطرے
evasion,0.0,-0.9,چوری
indefensible,0.0,-0.9,ناقابل معافی
infuriate,0.0,-0.9,غص .ہ
aggrieve,0.0,-0.9,غم زدہ کرنا
ludicrous,0.0,-0.9,مضحکہ خیز
misfortune,0.0,-0.9,بدقسمتی
frigging,0.0,-0.9,فرجنگ
malevolent,0.0,-0.9,بدتمیزی
monstrosities,0.0,-0.9,monstrosities
avaricious,0.0,-0.9,بے چین
stench,0.0,-0.9,بدبو
domineering,0.0,-0.9,دبنگ
troublesomely,0.0,-0.9,پریشانی سے
buckle,0.0,-0.9,بکسوا
confounded,0.0,-0.9,حیرت زدہ
stumps,0.0,-0.9,اسٹمپ
judders,0.0,-0.9,ججوں
smut,0.0,-0.9,smut
terrorism,0.0,-0.9,دہشت گردی
undignified,0.0,-0.9,غیر تسلیم شدہ
wack,0.0,-0.9,wack
mordantly,0.0,-0.9,آہستہ سے
uncreative,0.0,-0.9,غیر معقول
adamantly,0.0,-0.9,اٹل
incompetent,0.0,-0.9,نااہل
disturbance,0.0,-0.9,پریشانی
over-acted,0.0,-0.9,زیادہ کام
enflame,0.0,-0.9,enflame
slaves,0.0,-0.9,غلام
stealing,0.0,-0.9,چوری
unconstitutional,0.0,-0.9,غیر آئینی
snobbish,0.0,-0.9,سنوبش
gaffe,0.0,-0.9,غلطی
ungrateful,0.0,-0.9,ناشکرا
spookier,0.0,-0.9,سپوکیئر
backwood,0.0,-0.9,بیک ووڈ
derisiveness,0.0,-0.9,مضحکہ خیزی
squabble,0.0,-0.9,پھسلنا
inflammed,0.0,-0.9,سوجن
decadent,0.0,-0.9,زوال پذیر
eschew,0.0,-0.9,eschew
marginal,0.0,-0.9,اپنی حد پر ہونا
addicting,0.0,-0.9,لت لگانا
fatefully,0.0,-0.9,خوش قسمتی سے
distracting,0.0,-0.9,مشغول
penalize,0.0,-0.9,سزا دینا
bearish,0.0,-0.9,مندی
lull,0.0,-0.9,کم
expire,0.0,-0.9,میعاد ختم
betrayals,0.0,-0.9,دھوکہ دہی
bunk,0.0,-0.9,ٹکڑا
feebleminded,0.0,-0.9,کم عقل
f**k,0.0,-0.9,f ** k
inelegant,0.0,-0.9,ناگوار
ranted,0.0,-0.9,بھاگ گیا
scandel,0.0,-0.9,اسکینڈل
amputate,0.0,-0.9,کٹا ہوا
hard-liner,0.0,-0.9,ہارڈ لائنر
exclusion,0.0,-0.9,خارج
drags,0.0,-0.9,ڈریگس
strangest,0.0,-0.9,عجیب
superstitious,0.0,-0.9,توہم پرستی
pry,0.0,-0.9,جھانکنا
shaky,0.0,-0.9,متزلزل
condemn,0.0,-0.9,مذمت
abolish,0.0,-0.9,خاتمہ کرنا
accusation,0.0,-0.9,الزام
irregularity,0.0,-0.9,بے ضابطگی
lies,0.0,-0.9,جھوٹ
premeditated,0.0,-0.9,پریمیٹیڈ
fault,0.0,-0.9,غلطی
puzzling,0.0,-0.9,حیرت زدہ
suspicious,0.0,-0.9,مشکوک
unattractive,0.0,-0.9,ناخوشگوار
delusional,0.0,-0.9,دھوکہ دہی
ungovernable,0.0,-0.9,بدستور
injustices,0.0,-0.9,ناانصافی
limits,0.0,-0.9,حدود
ultimatum,0.0,-0.9,الٹی میٹم
implode,0.0,-0.9,پھسل جانا
covetous,0.0,-0.9,لالچ
louder,0.0,-0.9,زور سے
monstrous,0.0,-0.9,راکشس
monstrously,0.0,-0.9,راکشسی سے
misstatement,0.0,-0.9,غلط بیانی
