Term,PosScore,NegScore,Bangla
indignantly,0.0,-0.9,ক্রুদ্ধ
belittle,0.0,-0.9,তুচ্ছতাচ্ছিল্য করা
untested,0.0,-0.9,অপরীক্ষিত
unimaginable,0.0,-0.9,অকল্পনীয়
stiff,0.0,-0.9,শক্ত
zap,0.0,-0.9,হত্যা করা
laggy,0.0,-0.9,laggy
lapsed,0.0,-0.9,শিশু
subtract,0.0,-0.9,বিয়োগ করা
vice,0.0,-0.9,ভাইস
extinguish,0.0,-0.9,নিভান
unhappily,0.0,-0.9,অসুখী
anarchistic,0.0,-0.9,নৈরাজ্যবাদী
bruising,0.0,-0.9,চূর্ণ
ironies,0.0,-0.9,ironies
exile,0.0,-0.9,নির্বাসন
fat,0.0,-0.9,চর্বি
stagnant,0.0,-0.9,বদ্ধ
thoughtlessness,0.0,-0.9,হঠকারিতা
dissuade,0.0,-0.9,বুঝিয়ে নিরস্ত করা
senselessly,0.0,-0.9,senselessly
obstinate,0.0,-0.9,একগুঁয়ে
inaccurate,0.0,-0.9,বেঠিক
poorly,0.0,-0.9,দুর্বল
execrate,0.0,-0.9,ঘৃণা করা
confined,0.0,-0.9,সীমাবদ্ধ
over-awe,0.0,-0.9,ওভার সম্ভ্রম
lacked,0.0,-0.9,ইঙ্গিতও
stridently,0.0,-0.9,stridently
unnoticed,0.0,-0.9,অলক্ষিত
dissension,0.0,-0.9,মতদ্বৈধ
ghosting,0.0,-0.9,ghosting
freakish,0.0,-0.9,আবদারে
insinuate,0.0,-0.9,কটাক্ষ করা
irritated,0.0,-0.9,বিরক্ত
uneventful,0.0,-0.9,উল্লেখযোগ্য ঘটনাহীন
insinuation,0.0,-0.9,পরোক্ষ ইঙ্গিত
grouch,0.0,-0.9,অসন্তোষ প্রকাশ করা
parasite,0.0,-0.9,পরজীবী
imprecise,0.0,-0.9,যথাযথ নয় এমন
nonexistent,0.0,-0.9,অবাস্তব
overweight,0.0,-0.9,প্রয়োজনাতিরিক্ত ত্তজন
spank,0.0,-0.9,পাছায় বড় মারা
mudslinging,0.0,-0.9,কলঙ্কারোপ
avarice,0.0,-0.9,অর্থলিপ্সা
disagreed,0.0,-0.9,অনভিপ্রেত
garbage,0.0,-0.9,আবর্জনা
fallen,0.0,-0.9,পতিত
fatal,0.0,-0.9,মারাত্মক
isolate,0.0,-0.9,বিছিন্ন
overbalanced,0.0,-0.9,overbalanced
inadverently,0.0,-0.9,inadverently
irrationality,0.0,-0.9,irrationality
backwoods,0.0,-0.9,গ্রামের প্রান্তস্থিত বন
implausibly,0.0,-0.9,implausibly
unobserved,0.0,-0.9,অলক্ষিত
petty,0.0,-0.9,ক্ষুদ্র
obscurity,0.0,-0.9,দুর্বোধ্যতা
slack,0.0,-0.9,কমানো
decry,0.0,-0.9,সমালোচনা করা
loathsome,0.0,-0.9,ঘৃণিত
overlook,0.0,-0.9,Overlook
whining,0.0,-0.9,ঘেঙানি
qualm,0.0,-0.9,ধোঁয়া
desultory,0.0,-0.9,নিয়মশৃঙ্খলাহীন
froze,0.0,-0.9,নিথর হয়েছে
bug,0.0,-0.9,বাগ
dishearteningly,0.0,-0.9,dishearteningly
inaptitude,0.0,-0.9,অযোগ্যতা
insular,0.0,-0.9,সঙ্কীর্ণচিত্ত
leer,0.0,-0.9,পড়া
discrimination,0.0,-0.9,বৈষম্য
objections,0.0,-0.9,আপত্তি
exasperation,0.0,-0.9,ক্রোধ
sorrowfully,0.0,-0.9,sorrowfully
unsustainable,0.0,-0.9,অস্থিতিশীল
incautious,0.0,-0.9,অসতর্ক
judder,0.0,-0.9,সশব্দে কম্পন
divisiveness,0.0,-0.9,divisiveness
subjection,0.0,-0.9,পরাধীনতা
bizarre,0.0,-0.9,উদ্ভট
scariest,0.0,-0.9,স্যাকারিয়েস্ট
uncontrolled,0.0,-0.9,অবশ
virulence,0.0,-0.9,অত্যধিক তীব্রতা
fictional,0.0,-0.9,কল্পিত
detracted,0.0,-0.9,detracted
watered-down,0.0,-0.9,watered ডাউন
betraying,0.0,-0.9,দ্রোহী
embarrass,0.0,-0.9,বিব্রত করা
grisly,0.0,-0.9,ভয়াবহ
hissed,0.0,-0.9,হিসহিস ধ্বনি
invalidity,0.0,-0.9,দুর্বলতা
paranoid,0.0,-0.9,ভীতু
fierce,0.0,-0.9,হিংস্র
discourteously,0.0,-0.9,অভদ্র
dismayed,0.0,-0.9,ভীত
disappoints,0.0,-0.9,হতাশ
dumps,0.0,-0.9,ডাম্প
coercion,0.0,-0.9,বলপ্রয়োগ
fist,0.0,-0.9,মুষ্টি
inconsequentially,0.0,-0.9,inconsequentially
indiscreetly,0.0,-0.9,অন্ধভাবে
pandemonium,0.0,-0.9,কোন্দল
uninsured,0.0,-0.9,ইনশিওরেন্স
prickles,0.0,-0.9,prickles
prejudicial,0.0,-0.9,অনিষ্টকর
antipathy,0.0,-0.9,বিদ্বেষ
blurt,0.0,-0.9,বলে ফেলা
cuplrit,0.0,-0.9,cuplrit
extermination,0.0,-0.9,উন্মূলন
indeterminate,0.0,-0.9,অনির্ণীত
mushy,0.0,-0.9,আবেগপ্রবণ
overzelous,0.0,-0.9,overzelous
hack,0.0,-0.9,টাট্টু
flout,0.0,-0.9,বিদ্রুপ
demoralizing,0.0,-0.9,বাজে
expel,0.0,-0.9,বহিষ্কার করা
calamitous,0.0,-0.9,বিপজ্জনক
radically,0.0,-0.9,আমূল
barbarically,0.0,-0.9,বর্বর
aggrieved,0.0,-0.9,খিন্ন
leaks,0.0,-0.9,তথ্য ফাঁসের
err,0.0,-0.9,ভ্রম করা
shoddy,0.0,-0.9,নিরেস
infidel,0.0,-0.9,অবিশ্বাসী
unlawfulness,0.0,-0.9,unlawfulness
defiant,0.0,-0.9,দ্বন্দ্বার্থ সম্মুখীন
nightmarish,0.0,-0.9,বিকট নিশাস্বপ্নসংক্রান্ত
presumptuous,0.0,-0.9,কোন বেয়াদব
underpaid,0.0,-0.9,এখনও কম মজুরী
creaks,0.0,-0.9,creaks
infuriatingly,0.0,-0.9,মাথা-গরম-করে-দেওয়া উদাসীনতা
pointless,0.0,-0.9,অর্থহীন
standstill,0.0,-0.9,অচল অবস্থা
itch,0.0,-0.9,পাঁচড়া
bumped,0.0,-0.9,bumped
moribund,0.0,-0.9,মৃতপ্রায়
fidget,0.0,-0.9,উসখুস করে
detestably,0.0,-0.9,detestably
haunt,0.0,-0.9,আধার
invidiously,0.0,-0.9,invidiously
nebulous,0.0,-0.9,আবছা
infamously,0.0,-0.9,জঘন্যভাবে
rage,0.0,-0.9,ক্রোধ
gossip,0.0,-0.9,পরচর্চা
threats,0.0,-0.9,হুমকি
invective,0.0,-0.9,আক্রমণমূলক
randomly,0.0,-0.9,এলোমেলোভাবে
debase,0.0,-0.9,অপকৃষ্ট করা
flounder,0.0,-0.9,রাঘববোয়াল
incorrect,0.0,-0.9,ত্রুটিপূর্ণ
indecisively,0.0,-0.9,indecisively
blind,0.0,-0.9,অন্ধ
leak,0.0,-0.9,ফুটো
burdensome,0.0,-0.9,দুর্বহ
partiality,0.0,-0.9,পক্ষপাত
unruly,0.0,-0.9,অবশ
aborted,0.0,-0.9,বন্ধ্যা
discordance,0.0,-0.9,মেলেনি
unorthodoxy,0.0,-0.9,unorthodoxy
uncouth,0.0,-0.9,অপরিচিত
ironically,0.0,-0.9,হাস্যকর ভাবে
distaste,0.0,-0.9,অরূচি
interruption,0.0,-0.9,বাধা
bugging,0.0,-0.9,bugging
belated,0.0,-0.9,অন্ধকারের মুখে পতিত
incoherently,0.0,-0.9,incoherently
imperfect,0.0,-0.9,অপূর্ণ
breaks,0.0,-0.9,বিরতি
accidental,0.0,-0.9,আপতিক
losers,0.0,-0.9,ক্ষতিগ্রস্তদের অন্তর্ভুক্ত
geezer,0.0,-0.9,অদ্ভুত বুড়ো লোক
debasement,0.0,-0.9,অপকৃষ্টতা
disorganized,0.0,-0.9,বিশৃঙ্খল
effrontery,0.0,-0.9,প্রগল্ভতা
doldrums,0.0,-0.9,মনমরা ভাব
unsophisticated,0.0,-0.9,অকৃত্রিম
perfunctory,0.0,-0.9,ভাসা-ভাসা
incoherent,0.0,-0.9,অসংলগ্ন
shamefulness,0.0,-0.9,নির্লজ্জতা
dying,0.0,-0.9,মরণ
revolting,0.0,-0.9,বিরক্তিকর
misjudge,0.0,-0.9,ছোটো করে দেখা
mislead,0.0,-0.9,ভুল পথে চালিত
predicament,0.0,-0.9,বিধেয়
strict,0.0,-0.9,যথাযথ
gimmicked,0.0,-0.9,gimmicked
tarnished,0.0,-0.9,কলঙ্কিত
inexpiable,0.0,-0.9,অমার্জনীয়
nosey,0.0,-0.9,দীর্ঘনাসা
snob,0.0,-0.9,স্নোব
mysterious,0.0,-0.9,রহস্যময়
detrimental,0.0,-0.9,ক্ষতিকারক
syndrome,0.0,-0.9,লক্ষণ
dragoon,0.0,-0.9,বাধ্য করা
bitterness,0.0,-0.9,তিক্ততা
contrived,0.0,-0.9,কল্পিত
ignorance,0.0,-0.9,অজ্ঞতা
bulkyness,0.0,-0.9,bulkyness
toil,0.0,-0.9,খাটুনি
resentful,0.0,-0.9,বিরক্ত
vagueness,0.0,-0.9,অনিশ্চয়
confess,0.0,-0.9,স্বীকার
trouble,0.0,-0.9,কষ্ট
oppressors,0.0,-0.9,অত্যাচারী
volatile,0.0,-0.9,উদ্বায়ী
harden,0.0,-0.9,পাকান
stuck,0.0,-0.9,আটকে পড়া
upbraid,0.0,-0.9,ভর্ত্সনা করা
discontinued,0.0,-0.9,বিরত
complained,0.0,-0.9,অভিযোগ
plea,0.0,-0.9,অজুহাত
tumbled,0.0,-0.9,tumbled
confrontation,0.0,-0.9,মুকাবিলা
sting,0.0,-0.9,দংশন
scared,0.0,-0.9,ভীত
incite,0.0,-0.9,উদ্দীপ্ত করা
excuse,0.0,-0.9,ছুতা
abominably,0.0,-0.9,জঘন্য পাপাচারণ
adamant,0.0,-0.9,অনমনীয়
lurch,0.0,-0.9,সহসা জাহাজের কাৎ
douchebag,0.0,-0.9,অপদার্থ
cataclysm,0.0,-0.9,প্লাবন
liar,0.0,-0.9,বন্য
abruptly,0.0,-0.9,হঠাৎ
bedlam,0.0,-0.9,পাগলা গারদ
disagrees,0.0,-0.9,একমত নন
unreliable,0.0,-0.9,অবিশ্বস্ত
abrupt,0.0,-0.9,আকস্মিক
flicker,0.0,-0.9,মিট্মিট্
insecure,0.0,-0.9,নিরাপত্তাহীন
ineffectual,0.0,-0.9,নিষ্ফল
inadequate,0.0,-0.9,অপর্যাপ্ত
isolated,0.0,-0.9,ভিন্ন
imposers,0.0,-0.9,imposers
stumble,0.0,-0.9,পদস্খলন
condescendingly,0.0,-0.9,প্রসন্ন হওয়ার
droops,0.0,-0.9,droops
enmity,0.0,-0.9,শত্রুতা
entangle,0.0,-0.9,ফাঁদে ফেলা
violently,0.0,-0.9,আবেগপূর্নভাবে
insensitivity,0.0,-0.9,insensitivity
undissolved,0.0,-0.9,undissolved
unleash,0.0,-0.9,ছাড়িয়া দেত্তয়া
unsteady,0.0,-0.9,অস্থির
backbiting,0.0,-0.9,চুকলি
blackmail,0.0,-0.9,ব্ল্যাকমেল
shriek,0.0,-0.9,তীক্ষ্ন চিতকার করা
perversion,0.0,-0.9,স্বেচ্ছাচারিতা
repulsiveness,0.0,-0.9,repulsiveness
grumpy,0.0,-0.9,ক্রুদ্ধ
uneasiness,0.0,-0.9,অস্বস্তি
plasticky,0.0,-0.9,plasticky
sanctimonious,0.0,-0.9,ধর্মধ্বজী
smutty,0.0,-0.9,অশ্লীল
fooled,0.0,-0.9,বোকা বানানো
impoverished,0.0,-0.9,দরিদ্র
pricier,0.0,-0.9,দামী
spoonfed,0.0,-0.9,spoonfed
hefty,0.0,-0.9,প্রবল
licentious,0.0,-0.9,লম্পট
disunity,0.0,-0.9,অনৈক্য
unsuspecting,0.0,-0.9,অসন্দিগ্ধচরিত্র
malcontent,0.0,-0.9,অসন্তুষ্ট
throbs,0.0,-0.9,throbs
vociferous,0.0,-0.9,সমুচ্চ
dissenter,0.0,-0.9,অননুগামী ব্যক্তি
unacceptable,0.0,-0.9,অগ্রহণীয়
indecorum,0.0,-0.9,কদাকার
sinisterly,0.0,-0.9,sinisterly
hogs,0.0,-0.9,হগ
disadvantage,0.0,-0.9,অসুবিধা
beleaguer,0.0,-0.9,অবরোধ করা
cannibalize,0.0,-0.9,cannibalize
harassed,0.0,-0.9,উত্ত্যক্ত
pale,0.0,-0.9,ফ্যাকাশে
infest,0.0,-0.9,উত্ত্যক্ত করা
erroneous,0.0,-0.9,ভ্রান্ত
overdue,0.0,-0.9,পরিশোধসময়াতীত
squeal,0.0,-0.9,নালিশ করা
sloppy,0.0,-0.9,পঙ্কিল
expunge,0.0,-0.9,পরিত্যাগ
feeble,0.0,-0.9,দুর্বল
imperiously,0.0,-0.9,imperiously
negligent,0.0,-0.9,অবহেলাকারী
unreasonably,0.0,-0.9,নাহক
repulsed,0.0,-0.9,নিরাকৃত
inflated,0.0,-0.9,স্ফীত
stupidity,0.0,-0.9,নির্বুদ্ধিতা
beastly,0.0,-0.9,বদমাশ
anti-israeli,0.0,-0.9,বিরোধী ইস্রাইলি
seething,0.0,-0.9,seething
frustrating,0.0,-0.9,হতাশাজনক
sedentary,0.0,-0.9,আসীন
cons,0.0,-0.9,কনস
cheats,0.0,-0.9,Cheats
imbecile,0.0,-0.9,নির্বোধ
sullen,0.0,-0.9,অন্ধকারাচ্ছন্ন
unexpectedly,0.0,-0.9,অপ্রত্যাশিতভাবে
crap,0.0,-0.9,বিষ্ঠা
drastically,0.0,-0.9,আয়তন বহুলাংশে
hostility,0.0,-0.9,শত্রুতা
nervousness,0.0,-0.9,স্নায়বিক দুর্বলাবস্থা
obscene,0.0,-0.9,অশ্লীল
defrauding,0.0,-0.9,প্রতারণা
bankrupt,0.0,-0.9,দেউলিয়া
fearful,0.0,-0.9,ভীতিজনক
indeterminably,0.0,-0.9,indeterminably
nauseates,0.0,-0.9,nauseates
imperialist,0.0,-0.9,সাম্রাজ্যবাদী
pernicious,0.0,-0.9,ক্ষতিকর
feeblely,0.0,-0.9,feeblely
inexpert,0.0,-0.9,আনাড়ি
invalid,0.0,-0.9,অকার্যকর
cronyism,0.0,-0.9,cronyism
bickering,0.0,-0.9,কলহের
obsessively,0.0,-0.9,পাগলের
resistance,0.0,-0.9,সহ্য করার ক্ষমতা
concen,0.0,-0.9,concen
reprimand,0.0,-0.9,তর্জন
subjugate,0.0,-0.9,অধীন করা
taunt,0.0,-0.9,বিদ্রূপ
lunaticism,0.0,-0.9,lunaticism
fraught,0.0,-0.9,পরিপূর্ণ
nepotism,0.0,-0.9,আত্মীয়পোষণ
obstructed,0.0,-0.9,বাধিত
damaging,0.0,-0.9,ক্ষতিকর
overreach,0.0,-0.9,নাগাল ধরা
incognizant,0.0,-0.9,জানে না এমন
outbursts,0.0,-0.9,ফেটে
loses,0.0,-0.9,হারায়
extravagance,0.0,-0.9,অপব্যয়
distraction,0.0,-0.9,ক্ষোভ
horrifies,0.0,-0.9,horrifies
impotent,0.0,-0.9,নপুংসক
undone,0.0,-0.9,অসম্পন্ন
distorted,0.0,-0.9,বিকৃত
byzantine,0.0,-0.9,কনস্ট্যাণ্টিনোপলের
rogue,0.0,-0.9,দুর্বৃত্ত
unaccessible,0.0,-0.9,unaccessible
touts,0.0,-0.9,টাউট
worries,0.0,-0.9,উদ্বেগ
bitingly,0.0,-0.9,bitingly
disinterest,0.0,-0.9,উদাস
inconsiderate,0.0,-0.9,অবিবেচক
unwillingness,0.0,-0.9,অনিচ্ছা
time-consuming,0.0,-0.9,সময় অপগিত হয় এমন
preoccupy,0.0,-0.9,সর্বাগ্রে দখল
hooligan,0.0,-0.9,গুণ্ডা
catastrophic,0.0,-0.9,সর্বনাশা
shortness,0.0,-0.9,ক্ষুদ্রতা
aghast,0.0,-0.9,আতঙ্কগ্রস্ত
abomination,0.0,-0.9,কদর্যতা
butcher,0.0,-0.9,কসাই
loopholes,0.0,-0.9,সমস্যা
elimination,0.0,-0.9,বর্জন
corruptted,0.0,-0.9,corruptted
depressed,0.0,-0.9,বিষণ্ণ
hard-hit,0.0,-0.9,জোরে মার
brutal,0.0,-0.9,পাশবিক
worrisome,0.0,-0.9,ঝামেলাপূর্ণ
frantic,0.0,-0.9,ক্ষিপ্ত
rumple,0.0,-0.9,ভাঁজ করা
grievous,0.0,-0.9,দু: খজনক
flair,0.0,-0.9,বিচারবুদ্ধি
limited,0.0,-0.9,সীমিত
displaced,0.0,-0.9,বাস্তুচ্যুত
vomiting,0.0,-0.9,বমি
long-time,0.0,-0.9,অনেকক্ষণ
over-valuation,0.0,-0.9,ওভার মূল্যনির্ধারণ
unnaturally,0.0,-0.9,চরম নিষ্ঠুরভাবে
wary,0.0,-0.9,সতর্ক
unproductive,0.0,-0.9,অফলা
worsening,0.0,-0.9,খারাপ
bewail,0.0,-0.9,শোক প্রকাশ করা
trickery,0.0,-0.9,কপট
bemoan,0.0,-0.9,বিলাপ করা
harbors,0.0,-0.9,বন্দর
bump,0.0,-0.9,আচমকা
aweful,0.0,-0.9,aweful
exterminate,0.0,-0.9,উপড়াইয়া ফেলা
incapably,0.0,-0.9,incapably
insulted,0.0,-0.9,অপমান
odd,0.0,-0.9,অস্বাভাবিক
noisier,0.0,-0.9,noisier
wanton,0.0,-0.9,অসচ্চরিত্র
stalemate,0.0,-0.9,অচল অবস্থা
shark,0.0,-0.9,হাঙ্গর
interruptions,0.0,-0.9,বাধা
achey,0.0,-0.9,achey
damage,0.0,-0.9,ক্ষতি
obstacle,0.0,-0.9,বাধা
slaughter,0.0,-0.9,বধ
disrupt,0.0,-0.9,চূর্ণবিচূর্ণ করা
involuntarily,0.0,-0.9,অনিচ্ছাজনিত
rancor,0.0,-0.9,তিক্ততা
allergies,0.0,-0.9,এলার্জি
passiveness,0.0,-0.9,passiveness
hard-line,0.0,-0.9,কট্টরপন্থী
stormy,0.0,-0.9,ঝোড়ো
worst,0.0,-0.9,খারাপ
opinionated,0.0,-0.9,একগুঁয়ে
foul,0.0,-0.9,নোংরা
furor,0.0,-0.9,উন্মত্ততা
malign,0.0,-0.9,মারাত্মক
miserableness,0.0,-0.9,miserableness
doom,0.0,-0.9,নিয়তি
sober,0.0,-0.9,প্রশান্ত
deplete,0.0,-0.9,খালি করা
carelessness,0.0,-0.9,অসতর্কতা
disordered,0.0,-0.9,নৈরাকার
skittish,0.0,-0.9,ভীতু
tepid,0.0,-0.9,কুসুম কুসুম গরম
unneeded,0.0,-0.9,অপ্রয়োজনীয়
decay,0.0,-0.9,ক্ষয়
inconvenience,0.0,-0.9,অসুবিধা
lagged,0.0,-0.9,lagged
irrelevance,0.0,-0.9,অসামঁজস্য
leaky,0.0,-0.9,ছিদ্রময়
swollen,0.0,-0.9,স্ফীত
belittling,0.0,-0.9,মর্যাদা হানি
downsides,0.0,-0.9,মূল্যবান
objection,0.0,-0.9,আপত্তি
livid,0.0,-0.9,সীসকবর্ণ
pugnaciously,0.0,-0.9,pugnaciously
brute,0.0,-0.9,নরপশু
disconcert,0.0,-0.9,কুণ্ঠিত করা
smuttier,0.0,-0.9,smuttier
repugnance,0.0,-0.9,জঘন্যতা
slow,0.0,-0.9,ধীর
accusing,0.0,-0.9,অভিযুক্ত করলেও
belabor,0.0,-0.9,খুব প্রহার করা
hampered,0.0,-0.9,ব্যাহত
disrespectfulness,0.0,-0.9,disrespectfulness
travesty,0.0,-0.9,হাস্যকর অনুকরণ
sneer,0.0,-0.9,টিটকারি
spoon-fed,0.0,-0.9,চামচ খাওয়ানো
frets,0.0,-0.9,frets
uncompromisingly,0.0,-0.9,আপোষহীন
unhappiness,0.0,-0.9,অশান্তি
worried,0.0,-0.9,চিন্তিত
creaking,0.0,-0.9,creaking
clogged,0.0,-0.9,পানি জমে
racy,0.0,-0.9,তেজী
jam,0.0,-0.9,ঘন্টা
ultimatums,0.0,-0.9,ultimatums
deluge,0.0,-0.9,মহাপ্লাবন
unappealing,0.0,-0.9,মর্মস্পর্শী নয় এমন
freak,0.0,-0.9,খামখেয়াল
misgiving,0.0,-0.9,সন্দেহ
vengefully,0.0,-0.9,vengefully
scant,0.0,-0.9,অপ্রচুর
coercive,0.0,-0.9,বাধ্যকারী
famine,0.0,-0.9,দুর্ভিক্ষ
manipulate,0.0,-0.9,নিপূণভাবে ব্যবহার করা
dropouts,0.0,-0.9,ঝরে পড়া
cynical,0.0,-0.9,কঠোর
poorest,0.0,-0.9,দরিদ্রতম
procrastinates,0.0,-0.9,procrastinates
rape,0.0,-0.9,ধর্ষণ
wickedly,0.0,-0.9,অন্যায়
