Term,PosScore,NegScore,Marathi
quarrel,0.0,-0.9,भांडण
unwieldy,0.0,-0.9,अबाधित
insanity,0.0,-0.9,वेडेपणा
impetuous,0.0,-0.9,तीव्र
hurts,0.0,-0.9,दुखवते
clueless,0.0,-0.9,सुगम
recalcitrant,0.0,-0.9,recalcitrant
wail,0.0,-0.9,विलाप
ruffian,0.0,-0.9,रफियन
decayed,0.0,-0.9,क्षयग्रस्त
gibberish,0.0,-0.9,लबाडी
infuriating,0.0,-0.9,त्रासदायक
exasperate,0.0,-0.9,निराश
totalitarian,0.0,-0.9,निरंकुश
atrocious,0.0,-0.9,अत्याचारी
misrepresent,0.0,-0.9,चुकीचे वर्णन करणे
hypocritical,0.0,-0.9,ढोंगी
ignorant,0.0,-0.9,अज्ञानी
ill-tempered,0.0,-0.9,दुर्दैवी
trivialize,0.0,-0.9,क्षुल्लक करणे
depressions,0.0,-0.9,उदासीनता
barbarity,0.0,-0.9,बर्बरपणा
diametrically,0.0,-0.9,डायमेट्रिकली
disdainfully,0.0,-0.9,तिरस्काराने
fawningly,0.0,-0.9,fawningly
overturn,0.0,-0.9,उलथणे
broke,0.0,-0.9,तोडले
jarring,0.0,-0.9,भांडण
demolisher,0.0,-0.9,विध्वंसक
unreasonable,0.0,-0.9,अवास्तव
peeled,0.0,-0.9,सोललेली
shatter,0.0,-0.9,चिरडणे
static,0.0,-0.9,स्थिर
junky,0.0,-0.9,रद्दी
apathy,0.0,-0.9,औदासीन्य
sweaty,0.0,-0.9,घाम
discordant,0.0,-0.9,विपरित
abominate,0.0,-0.9,घृणास्पद
disorient,0.0,-0.9,अव्यवस्थित
eccentric,0.0,-0.9,विलक्षण
hazard,0.0,-0.9,धोका
intimidate,0.0,-0.9,धमकावणे
slut,0.0,-0.9,अंतिम
distraught,0.0,-0.9,त्रास
unsettling,0.0,-0.9,अस्वस्थ
reproachful,0.0,-0.9,निंदनीय
crashes,0.0,-0.9,क्रॅश
finicky,0.0,-0.9,बारीक
coarse,0.0,-0.9,खडबडीत
fatty,0.0,-0.9,फॅटी
unaccustomed,0.0,-0.9,असंस्कृत
sour,0.0,-0.9,आंबट
lemon,0.0,-0.9,लिंबू
misinterpret,0.0,-0.9,चुकीचा अर्थ लावणे
sinfully,0.0,-0.9,पापाने
difficulties,0.0,-0.9,अडचणी
exhaustion,0.0,-0.9,थकवा
inefficacy,0.0,-0.9,अकार्यक्षमता
snarky,0.0,-0.9,चिडखोर
dastard,0.0,-0.9,अनैतिक
humiliating,0.0,-0.9,अपमानजनक
perplex,0.0,-0.9,गोंधळलेला
disaccord,0.0,-0.9,डिसकॉर्ड
oversights,0.0,-0.9,निरीक्षणे
anxiously,0.0,-0.9,उत्सुकतेने
wallow,0.0,-0.9,गुंडाळणे
matte,0.0,-0.9,मॅट
concern,0.0,-0.9,चिंता
blurring,0.0,-0.9,अस्पष्ट
culprit,0.0,-0.9,गुन्हेगार
stupidly,0.0,-0.9,मूर्खपणाने
contort,0.0,-0.9,बंदी घालणे
erroneously,0.0,-0.9,चुकून
sloww,0.0,-0.9,हळू
pitiable,0.0,-0.9,दयनीय
inimically,0.0,-0.9,inimically
lonesome,0.0,-0.9,एकटा
gutter,0.0,-0.9,मुले
recession,0.0,-0.9,मंदी
unfairly,0.0,-0.9,अन्यायपूर्वक
indiscriminate,0.0,-0.9,अंदाधुंद
acrimoniously,0.0,-0.9,acrimoniously
inflammatory,0.0,-0.9,दाहक
undermining,0.0,-0.9,अधोरेखित
disturbing,0.0,-0.9,त्रासदायक
pitifully,0.0,-0.9,दयाळूपणे
faults,0.0,-0.9,दोष
neurotic,0.0,-0.9,न्यूरोटिक
shortcoming,0.0,-0.9,कमतरता
protested,0.0,-0.9,निषेध
burned,0.0,-0.9,जळले
sack,0.0,-0.9,पोते
unlucky,0.0,-0.9,दुर्दैवी
yawn,0.0,-0.9,जांभई
assassinate,0.0,-0.9,खून करणे
marginally,0.0,-0.9,किरकोळ
clash,0.0,-0.9,संघर्ष
chaff,0.0,-0.9,भुसकट
scars,0.0,-0.9,चट्टे
whimper,0.0,-0.9,लहरी
pleas,0.0,-0.9,विनवणी
loud,0.0,-0.9,जोरात
freaking,0.0,-0.9,फ्रीकिंग
fibber,0.0,-0.9,तंतुमय
downfall,0.0,-0.9,पडझड
castigate,0.0,-0.9,जिंकला
hypocrisy,0.0,-0.9,ढोंगीपणा
dehumanization,0.0,-0.9,अमानवीकरण
protracted,0.0,-0.9,प्रदीर्घ
seriousness,0.0,-0.9,गांभीर्य
gross,0.0,-0.9,स्थूल
coldly,0.0,-0.9,थंडपणे
dumped,0.0,-0.9,टाकून दिले
smoldering,0.0,-0.9,स्मोल्डरींग
villains,0.0,-0.9,खलनायक
blur,0.0,-0.9,अस्पष्ट
deploring,0.0,-0.9,उपेक्षित
unwisely,0.0,-0.9,मूर्खपणाने
disagreeable,0.0,-0.9,असहमत
dishonesty,0.0,-0.9,बेईमानी
distract,0.0,-0.9,विचलित करणे
foreboding,0.0,-0.9,फोरबॉडिंग
genocide,0.0,-0.9,नरसंहार
wild,0.0,-0.9,वन्य
condescending,0.0,-0.9,घनरूप
d*mn,0.0,-0.9,डी * एमएन
hating,0.0,-0.9,द्वेष
disconsolation,0.0,-0.9,असंतोष
unusual,0.0,-0.9,असामान्य
whips,0.0,-0.9,चाबूक
stall,0.0,-0.9,स्टॉल
unforgiving,0.0,-0.9,क्षम्य
unscrupulous,0.0,-0.9,बेईमान
deformed,0.0,-0.9,विकृत
indignantly,0.0,-0.9,रागाने
belittle,0.0,-0.9,बेलीटल
untested,0.0,-0.9,अप्रसिद्ध
unimaginable,0.0,-0.9,अकल्पनीय
stiff,0.0,-0.9,ताठ
zap,0.0,-0.9,झॅप
laggy,0.0,-0.9,laggy
lapsed,0.0,-0.9,मुले
subtract,0.0,-0.9,वजाबाकी
vice,0.0,-0.9,उपाध्यक्ष
extinguish,0.0,-0.9,विझवणे
unhappily,0.0,-0.9,नाखूषपणे
anarchistic,0.0,-0.9,अराजकवादी
bruising,0.0,-0.9,जखम
ironies,0.0,-0.9,इस्त्री
exile,0.0,-0.9,वनवास
fat,0.0,-0.9,चरबी
stagnant,0.0,-0.9,स्थिर
thoughtlessness,0.0,-0.9,अविचारीपणा
dissuade,0.0,-0.9,विसरणे
senselessly,0.0,-0.9,मूर्खपणाने
obstinate,0.0,-0.9,हट्टी
inaccurate,0.0,-0.9,चुकीचा
poorly,0.0,-0.9,असमाधानकारकपणे
execrate,0.0,-0.9,अंमलात आणणे
confined,0.0,-0.9,मर्यादीत
over-awe,0.0,-0.9,जास्त आश्चर्य
lacked,0.0,-0.9,कमतरता
stridently,0.0,-0.9,कठोरपणे
unnoticed,0.0,-0.9,कोणाचेही लक्ष नाही
dissension,0.0,-0.9,मतभेद
ghosting,0.0,-0.9,भुताटकी
freakish,0.0,-0.9,विचित्र
insinuate,0.0,-0.9,insinuate
irritated,0.0,-0.9,चिडचिड
uneventful,0.0,-0.9,अप्रिय
insinuation,0.0,-0.9,अप्रत्यक्ष सूचना
grouch,0.0,-0.9,ग्रॉच
parasite,0.0,-0.9,परजीवी
imprecise,0.0,-0.9,अभेद्य
nonexistent,0.0,-0.9,अस्तित्वात नाही
overweight,0.0,-0.9,जास्त वजन
spank,0.0,-0.9,स्पँक
mudslinging,0.0,-0.9,चिखल
avarice,0.0,-0.9,आवारी
disagreed,0.0,-0.9,असहमत
garbage,0.0,-0.9,कचरा
fallen,0.0,-0.9,पडले
fatal,0.0,-0.9,प्राणघातक
isolate,0.0,-0.9,अलग ठेवणे
overbalanced,0.0,-0.9,अति संतुलित
inadverently,0.0,-0.9,नकळत
irrationality,0.0,-0.9,असमर्थता
backwoods,0.0,-0.9,बॅकवुड
implausibly,0.0,-0.9,अविभाज्यपणे
unobserved,0.0,-0.9,असुरक्षित
petty,0.0,-0.9,मामुली
obscurity,0.0,-0.9,अस्पष्टता
slack,0.0,-0.9,ढीग
decry,0.0,-0.9,डिक्री
loathsome,0.0,-0.9,घृणास्पद
overlook,0.0,-0.9,दुर्लक्ष
whining,0.0,-0.9,whining
qualm,0.0,-0.9,धूर
desultory,0.0,-0.9,अपमानकारक
froze,0.0,-0.9,गोठवणे
bug,0.0,-0.9,किडा
dishearteningly,0.0,-0.9,निराशपणे
inaptitude,0.0,-0.9,असमर्थता
insular,0.0,-0.9,पृथक्
leer,0.0,-0.9,वाचा
discrimination,0.0,-0.9,भेदभाव
objections,0.0,-0.9,आक्षेप
exasperation,0.0,-0.9,उदासिनता
sorrowfully,0.0,-0.9,दुःखाने
unsustainable,0.0,-0.9,असुरक्षित
incautious,0.0,-0.9,सावध
judder,0.0,-0.9,न्यायाधीश
divisiveness,0.0,-0.9,फूट पाडणे
subjection,0.0,-0.9,अधीनता
bizarre,0.0,-0.9,विचित्र
scariest,0.0,-0.9,भयानक
uncontrolled,0.0,-0.9,अनियंत्रित
virulence,0.0,-0.9,व्हायरलन्स
fictional,0.0,-0.9,काल्पनिक
detracted,0.0,-0.9,विचलित
watered-down,0.0,-0.9,खाली पाण्याची सोय
betraying,0.0,-0.9,विश्वासघात
embarrass,0.0,-0.9,लाजिरवाणे
grisly,0.0,-0.9,भयानक
hissed,0.0,-0.9,hissed
invalidity,0.0,-0.9,अवैधता
paranoid,0.0,-0.9,वेडा
fierce,0.0,-0.9,उग्र
discourteously,0.0,-0.9,अस्वस्थपणे
dismayed,0.0,-0.9,भयभीत
disappoints,0.0,-0.9,निराश
dumps,0.0,-0.9,डंप्स
coercion,0.0,-0.9,जबरदस्ती
fist,0.0,-0.9,मुठ
inconsequentially,0.0,-0.9,अनिश्चिततेने
indiscreetly,0.0,-0.9,अविवेकी
pandemonium,0.0,-0.9,महामारी
uninsured,0.0,-0.9,विमा नसलेला
prickles,0.0,-0.9,prickles
prejudicial,0.0,-0.9,पूर्वग्रहदूषित
antipathy,0.0,-0.9,प्रतिजैविकता
blurt,0.0,-0.9,बोथट करणे
cuplrit,0.0,-0.9,कपलरीट
extermination,0.0,-0.9,संहार
indeterminate,0.0,-0.9,अनिश्चित
mushy,0.0,-0.9,गोंधळलेला
overzelous,0.0,-0.9,जास्त
hack,0.0,-0.9,खाच
flout,0.0,-0.9,फडफडणे
demoralizing,0.0,-0.9,निराशाजनक
expel,0.0,-0.9,काढून टाकणे
calamitous,0.0,-0.9,त्रासदायक
radically,0.0,-0.9,मूलगामी
barbarically,0.0,-0.9,क्रूरपणे
aggrieved,0.0,-0.9,दु: खी
leaks,0.0,-0.9,गळती
err,0.0,-0.9,चूक
shoddy,0.0,-0.9,घट्ट
infidel,0.0,-0.9,काफिर
unlawfulness,0.0,-0.9,बेकायदेशीरपणा
defiant,0.0,-0.9,अपमानकारक
nightmarish,0.0,-0.9,भयानक
presumptuous,0.0,-0.9,गर्विष्ठ
underpaid,0.0,-0.9,कमी वेतन
creaks,0.0,-0.9,crekes
infuriatingly,0.0,-0.9,infuriatingly
pointless,0.0,-0.9,निरर्थक
standstill,0.0,-0.9,थांबा
itch,0.0,-0.9,खाज सुटणे
bumped,0.0,-0.9,धक्का बसला
moribund,0.0,-0.9,मॉरीबंड
fidget,0.0,-0.9,विजेट
detestably,0.0,-0.9,तिरस्कारपूर्वक
haunt,0.0,-0.9,हंट
invidiously,0.0,-0.9,आक्रमकपणे
nebulous,0.0,-0.9,मज्जातंतू
infamously,0.0,-0.9,कुख्यात
rage,0.0,-0.9,संताप
gossip,0.0,-0.9,गप्पाटप्पा
threats,0.0,-0.9,धमक्या
invective,0.0,-0.9,invective
randomly,0.0,-0.9,सहजगत्या
debase,0.0,-0.9,डीबिज
flounder,0.0,-0.9,फ्लॉन्डर
incorrect,0.0,-0.9,चुकीचे
indecisively,0.0,-0.9,निर्विवादपणे
blind,0.0,-0.9,आंधळा
leak,0.0,-0.9,गळती
burdensome,0.0,-0.9,ओझे
partiality,0.0,-0.9,पक्षपात
unruly,0.0,-0.9,निरुपयोगी
aborted,0.0,-0.9,निरस्त
discordance,0.0,-0.9,जुळत नाही
unorthodoxy,0.0,-0.9,अपारंपरिक
uncouth,0.0,-0.9,तोंडात
ironically,0.0,-0.9,उपरोधिकपणे
distaste,0.0,-0.9,विचलित करणे
interruption,0.0,-0.9,व्यत्यय
bugging,0.0,-0.9,बगिंग
belated,0.0,-0.9,विलंब
incoherently,0.0,-0.9,विसंगत
imperfect,0.0,-0.9,अपूर्ण
breaks,0.0,-0.9,तोडण्यासाठी
accidental,0.0,-0.9,अपघाती
losers,0.0,-0.9,पराभूत
geezer,0.0,-0.9,गिझर
debasement,0.0,-0.9,अपघटन
disorganized,0.0,-0.9,अव्यवस्थित
effrontery,0.0,-0.9,कटाक्ष
doldrums,0.0,-0.9,doldrums
unsophisticated,0.0,-0.9,अप्रभावी
perfunctory,0.0,-0.9,निष्काळजीपणा
incoherent,0.0,-0.9,विसंगत
shamefulness,0.0,-0.9,लज्जास्पदपणा
dying,0.0,-0.9,संपणारा
revolting,0.0,-0.9,बंड
misjudge,0.0,-0.9,चुकीचा अर्थ लावणे
mislead,0.0,-0.9,दिशाभूल
predicament,0.0,-0.9,भिती
strict,0.0,-0.9,कठोर
gimmicked,0.0,-0.9,लबाडीचा
tarnished,0.0,-0.9,कलंकित
inexpiable,0.0,-0.9,अक्षम्य
nosey,0.0,-0.9,ओंगळ
snob,0.0,-0.9,स्नॉब
mysterious,0.0,-0.9,अनाकलनीय
detrimental,0.0,-0.9,हानिकारक
syndrome,0.0,-0.9,सिंड्रोम
dragoon,0.0,-0.9,ड्रॅगन
bitterness,0.0,-0.9,कटुता
contrived,0.0,-0.9,योगदान दिले
ignorance,0.0,-0.9,अज्ञान
bulkyness,0.0,-0.9,अवजडपणा
toil,0.0,-0.9,परिश्रम
resentful,0.0,-0.9,चीड
vagueness,0.0,-0.9,अस्पष्टता
confess,0.0,-0.9,कबूल करणे
trouble,0.0,-0.9,त्रास
oppressors,0.0,-0.9,अत्याचारी
volatile,0.0,-0.9,अस्थिर
harden,0.0,-0.9,कठोर
stuck,0.0,-0.9,अडकले
upbraid,0.0,-0.9,upbraid
discontinued,0.0,-0.9,बंद
complained,0.0,-0.9,तक्रार दिली
plea,0.0,-0.9,विनवणी
tumbled,0.0,-0.9,गोंधळलेला
confrontation,0.0,-0.9,टकराव
sting,0.0,-0.9,डंक
scared,0.0,-0.9,भयभीत
incite,0.0,-0.9,चिथावणी देणे
excuse,0.0,-0.9,माफ करा
abominably,0.0,-0.9,घृणास्पद
adamant,0.0,-0.9,ठाम
lurch,0.0,-0.9,उच्छृंखल
douchebag,0.0,-0.9,डुचेबॅग
cataclysm,0.0,-0.9,भयावह
liar,0.0,-0.9,वन्य
abruptly,0.0,-0.9,एकाएकी
bedlam,0.0,-0.9,बेडलाम
disagrees,0.0,-0.9,सहमत नाही
unreliable,0.0,-0.9,अविश्वसनीय
abrupt,0.0,-0.9,अचानक
flicker,0.0,-0.9,फ्लिकर
insecure,0.0,-0.9,असुरक्षित
ineffectual,0.0,-0.9,अप्रभावी
inadequate,0.0,-0.9,अपुरी
isolated,0.0,-0.9,विलग
imposers,0.0,-0.9,लादणारे
stumble,0.0,-0.9,अडखळणे
condescendingly,0.0,-0.9,condescendingly
droops,0.0,-0.9,droops
enmity,0.0,-0.9,वैर
entangle,0.0,-0.9,गुंतणे
violently,0.0,-0.9,हिंसकपणे
insensitivity,0.0,-0.9,असंवेदनशीलता
undissolved,0.0,-0.9,निराकरण न केलेले
unleash,0.0,-0.9,मुक्त करा
unsteady,0.0,-0.9,अस्थिर
backbiting,0.0,-0.9,बॅकबिटिंग
blackmail,0.0,-0.9,ब्लॅकमेल
shriek,0.0,-0.9,थरार
perversion,0.0,-0.9,विकृत रूप
repulsiveness,0.0,-0.9,तिरस्कार
grumpy,0.0,-0.9,कुरकुरीत
uneasiness,0.0,-0.9,अस्वस्थता
plasticky,0.0,-0.9,प्लॅस्टिक
sanctimonious,0.0,-0.9,पवित्र
smutty,0.0,-0.9,खोडकर
fooled,0.0,-0.9,fooled
impoverished,0.0,-0.9,गरीब
pricier,0.0,-0.9,pricier
spoonfed,0.0,-0.9,चमच्याने
hefty,0.0,-0.9,अवजड
licentious,0.0,-0.9,परवानाधारक
disunity,0.0,-0.9,मतभेद
unsuspecting,0.0,-0.9,बेशिस्त
malcontent,0.0,-0.9,गैरप्रकार
throbs,0.0,-0.9,धडधड
vociferous,0.0,-0.9,बोलका
dissenter,0.0,-0.9,मतभेदक
unacceptable,0.0,-0.9,न स्वीकारलेले
indecorum,0.0,-0.9,मिसळणे
sinisterly,0.0,-0.9,भयावहपणे
hogs,0.0,-0.9,हॉग्ज
disadvantage,0.0,-0.9,गैरसोय
beleaguer,0.0,-0.9,beleaguer
cannibalize,0.0,-0.9,नरभक्षक बनवणे
harassed,0.0,-0.9,त्रास दिला
pale,0.0,-0.9,फिकट गुलाबी
infest,0.0,-0.9,गर्दी
erroneous,0.0,-0.9,चूक
overdue,0.0,-0.9,थकीत
squeal,0.0,-0.9,पिवळसर
sloppy,0.0,-0.9,उतार
expunge,0.0,-0.9,काढून टाकणे
feeble,0.0,-0.9,अशक्त
imperiously,0.0,-0.9,अविचारीपणे
negligent,0.0,-0.9,निष्काळजी
unreasonably,0.0,-0.9,अकारण
repulsed,0.0,-0.9,तिरस्करणीय
inflated,0.0,-0.9,फुगवलेला
stupidity,0.0,-0.9,मूर्खपणा
beastly,0.0,-0.9,क्रूरपणे
anti-israeli,0.0,-0.9,एंटी-इसराली
seething,0.0,-0.9,शिवणकाम
frustrating,0.0,-0.9,निराश
sedentary,0.0,-0.9,आसीन
cons,0.0,-0.9,बाधक
cheats,0.0,-0.9,फसवणूक
imbecile,0.0,-0.9,बेबनाव
sullen,0.0,-0.9,सुस्त
unexpectedly,0.0,-0.9,अनपेक्षितपणे
crap,0.0,-0.9,बकवास
drastically,0.0,-0.9,अत्यंत
hostility,0.0,-0.9,वैर
nervousness,0.0,-0.9,चिंता
obscene,0.0,-0.9,अश्लील
defrauding,0.0,-0.9,फसवणूक
bankrupt,0.0,-0.9,दिवाळखोर
fearful,0.0,-0.9,भीतीदायक
indeterminably,0.0,-0.9,अनिश्चितपणे
nauseates,0.0,-0.9,मळमळ
imperialist,0.0,-0.9,साम्राज्यवादी
pernicious,0.0,-0.9,अपायकारक
feeblely,0.0,-0.9,अशक्तपणे
inexpert,0.0,-0.9,अननुभवी
invalid,0.0,-0.9,अवैध
